Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
1,1,11/26/2014 3:53:42 PM,Light,5/27/1980 3:48:23 PM,5/27/1980 3:53:31 PM,308,0.13,0.13,
1,2,11/26/2014 3:58:57 PM,Light,5/27/1980 3:58:36 PM,5/27/1980 3:58:46 PM,10,0.10,0.22,
1,3,11/26/2014 4:00:36 PM,Light,5/27/1980 3:59:49 PM,5/27/1980 4:00:25 PM,36,0.09,0.31,
1,4,11/26/2014 4:06:55 PM,Light,5/27/1980 4:03:23 PM,5/27/1980 4:06:45 PM,202,-0.16,0.16,
1,5,11/26/2014 4:07:58 PM,Light,5/27/1980 4:07:37 PM,5/27/1980 4:07:47 PM,10,0.07,0.23,
1,6,11/26/2014 4:11:29 PM,Light,5/27/1980 4:11:09 PM,5/27/1980 4:11:18 PM,9,-0.09,0.14,
2,7,11/26/2014 4:19:37 PM,Light,5/27/1980 4:15:37 PM,5/27/1980 4:19:26 PM,229,0.08,0.22,
2,8,11/26/2014 4:26:56 PM,Light,5/27/1980 4:25:17 PM,5/27/1980 4:26:45 PM,88,0.08,0.30,
2,9,11/26/2014 4:31:25 PM,Light,5/27/1980 4:28:02 PM,5/27/1980 4:31:14 PM,192,0.20,0.49,
2,10,11/26/2014 4:42:44 PM,Light,5/27/1980 4:39:41 PM,5/27/1980 4:42:33 PM,172,-0.08,0.41,
3,11,11/26/2014 4:53:34 PM,Light,5/27/1980 4:50:57 PM,5/27/1980 4:53:24 PM,147,0.10,0.51,
3,12,11/26/2014 5:02:22 PM,Light,5/27/1980 5:01:45 PM,5/27/1980 5:02:12 PM,27,-0.39,0.12,
3,13,11/26/2014 5:05:46 PM,Light,5/27/1980 5:02:23 PM,5/27/1980 5:05:36 PM,193,0.43,0.55,
3,14,11/26/2014 5:07:26 PM,Light,5/27/1980 5:05:58 PM,5/27/1980 5:07:15 PM,77,0.30,0.85,
3,15,11/26/2014 5:09:04 PM,Light,5/27/1980 5:07:40 PM,5/27/1980 5:08:53 PM,73,0.12,0.97,
3,16,11/26/2014 5:11:54 PM,Light,5/27/1980 5:11:10 PM,5/27/1980 5:11:43 PM,33,0.07,1.04,
3,17,11/26/2014 5:14:56 PM,Light,5/27/1980 5:13:45 PM,5/27/1980 5:14:45 PM,60,-0.03,1.01,
3,18,11/26/2014 5:16:07 PM,Light,5/27/1980 5:15:05 PM,5/27/1980 5:15:57 PM,52,0.09,1.10,
3,19,11/26/2014 5:18:02 PM,Light,5/27/1980 5:17:40 PM,5/27/1980 5:17:51 PM,11,-0.03,1.07,
3,20,11/26/2014 5:18:32 PM,Light,5/27/1980 5:18:17 PM,5/27/1980 5:18:21 PM,4,0.05,1.12,
4,21,11/26/2014 5:22:45 PM,Light,5/27/1980 5:19:36 PM,5/27/1980 5:22:35 PM,179,-0.08,1.04,
4,22,11/26/2014 5:37:56 PM,Light,5/27/1980 5:35:39 PM,5/27/1980 5:37:46 PM,127,0.13,1.17,
5,23,11/26/2014 5:53:23 PM,Light,5/27/1980 5:51:48 PM,5/27/1980 5:53:12 PM,84,0.04,1.20,
5,24,11/26/2014 6:09:22 PM,Light,5/27/1980 6:07:35 PM,5/27/1980 6:09:11 PM,96,-0.08,1.12,
6,25,11/26/2014 6:25:32 PM,Light,5/27/1980 6:23:07 PM,5/27/1980 6:25:21 PM,134,-0.12,1.00,
7,26,11/26/2014 6:59:17 PM,Dark,5/27/1980 6:56:38 PM,5/27/1980 6:59:07 PM,149,-0.16,0.84,
7,27,11/26/2014 7:14:36 PM,Dark,5/27/1980 7:12:01 PM,5/27/1980 7:14:26 PM,145,0.12,0.97,
7,28,11/26/2014 7:20:00 PM,Dark,5/27/1980 7:19:12 PM,5/27/1980 7:19:50 PM,38,-0.13,0.84,
7,29,11/26/2014 7:24:58 PM,Dark,5/27/1980 7:20:41 PM,5/27/1980 7:24:48 PM,247,-0.10,0.74,
8,30,11/26/2014 7:32:15 PM,Dark,5/27/1980 7:25:34 PM,5/27/1980 7:32:04 PM,390,0.09,0.83,
8,31,11/26/2014 7:32:49 PM,Dark,5/27/1980 7:32:21 PM,5/27/1980 7:32:38 PM,17,-0.04,0.79,
8,32,11/26/2014 7:44:49 PM,Dark,5/27/1980 7:44:30 PM,5/27/1980 7:44:38 PM,8,0.18,0.97,
8,33,11/26/2014 7:48:47 PM,Dark,5/27/1980 7:46:04 PM,5/27/1980 7:48:36 PM,152,-0.09,0.88,
9,34,11/26/2014 8:05:34 PM,Dark,5/27/1980 8:02:51 PM,5/27/1980 8:05:23 PM,152,-0.18,0.70,
10,35,11/26/2014 8:37:36 PM,Dark,5/27/1980 8:34:48 PM,5/27/1980 8:37:26 PM,158,-0.09,0.61,
