Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
1,1,11/26/2014 3:46:15 PM,Light,5/27/1980 3:45:09 PM,5/27/1980 3:46:05 PM,56,-0.20,-0.20,
1,2,11/26/2014 3:47:27 PM,Light,5/27/1980 3:46:36 PM,5/27/1980 3:47:16 PM,40,0.15,-0.04,
1,3,11/26/2014 3:53:56 PM,Light,5/27/1980 3:53:25 PM,5/27/1980 3:53:45 PM,20,-0.17,-0.21,
1,4,11/26/2014 3:54:19 PM,Light,5/27/1980 3:54:03 PM,5/27/1980 3:54:08 PM,5,-0.04,-0.25,
1,5,11/26/2014 3:56:15 PM,Light,5/27/1980 3:54:25 PM,5/27/1980 3:56:03 PM,98,0.15,-0.10,
1,6,11/26/2014 3:56:50 PM,Light,5/27/1980 3:56:15 PM,5/27/1980 3:56:40 PM,25,-0.06,-0.16,
1,7,11/26/2014 4:08:18 PM,Light,5/27/1980 3:58:16 PM,5/27/1980 4:08:07 PM,591,-0.14,-0.30,
1,8,11/26/2014 4:10:58 PM,Light,5/27/1980 4:10:35 PM,5/27/1980 4:10:47 PM,12,0.21,-0.09,
1,9,11/26/2014 4:12:18 PM,Light,5/27/1980 4:11:13 PM,5/27/1980 4:12:07 PM,54,-0.11,-0.20,
1,10,11/26/2014 4:14:56 PM,Light,5/27/1980 4:14:41 PM,5/27/1980 4:14:45 PM,4,0.04,-0.17,
1,11,11/26/2014 4:15:23 PM,Light,5/27/1980 4:15:02 PM,5/27/1980 4:15:12 PM,10,-0.03,-0.20,
2,12,11/26/2014 4:19:41 PM,Light,5/27/1980 4:15:24 PM,5/27/1980 4:19:30 PM,246,0.08,-0.12,
2,13,11/26/2014 4:20:57 PM,Light,5/27/1980 4:20:35 PM,5/27/1980 4:20:47 PM,12,0.13,0.00,
2,14,11/26/2014 4:22:01 PM,Light,5/27/1980 4:21:09 PM,5/27/1980 4:21:51 PM,42,0.07,0.07,
2,15,11/26/2014 4:22:30 PM,Light,5/27/1980 4:22:17 PM,5/27/1980 4:22:19 PM,2,0.05,0.12,
2,16,11/26/2014 4:23:48 PM,Light,5/27/1980 4:23:34 PM,5/27/1980 4:23:37 PM,3,0.06,0.18,
2,17,11/26/2014 4:25:29 PM,Light,5/27/1980 4:25:12 PM,5/27/1980 4:25:18 PM,6,-0.04,0.14,
2,18,11/26/2014 4:26:51 PM,Light,5/27/1980 4:26:30 PM,5/27/1980 4:26:41 PM,11,-0.06,0.08,
2,19,11/26/2014 4:27:41 PM,Light,5/27/1980 4:27:13 PM,5/27/1980 4:27:31 PM,18,-0.12,-0.04,
2,20,11/26/2014 4:31:39 PM,Light,5/27/1980 4:27:48 PM,5/27/1980 4:31:28 PM,220,0.04,0.00,
2,21,11/26/2014 4:33:02 PM,Light,5/27/1980 4:32:48 PM,5/27/1980 4:32:52 PM,4,0.12,0.12,
3,22,11/26/2014 4:53:40 PM,Light,5/27/1980 4:44:17 PM,5/27/1980 4:53:29 PM,552,-0.03,0.09,
3,23,11/26/2014 4:55:01 PM,Light,5/27/1980 4:54:46 PM,5/27/1980 4:54:50 PM,4,-0.06,0.03,
3,24,11/26/2014 4:55:57 PM,Light,5/27/1980 4:55:31 PM,5/27/1980 4:55:47 PM,16,-0.16,-0.13,
3,25,11/26/2014 4:56:20 PM,Light,5/27/1980 4:55:58 PM,5/27/1980 4:56:09 PM,11,0.17,0.04,
3,26,11/26/2014 5:02:49 PM,Light,5/27/1980 4:56:20 PM,5/27/1980 5:02:39 PM,379,-0.25,-0.21,
3,27,11/26/2014 5:05:58 PM,Light,5/27/1980 5:02:50 PM,5/27/1980 5:05:48 PM,178,0.25,0.03,
3,28,11/26/2014 5:06:15 PM,Light,5/27/1980 5:05:59 PM,5/27/1980 5:06:04 PM,5,-0.17,-0.13,
3,29,11/26/2014 5:07:19 PM,Light,5/27/1980 5:06:21 PM,5/27/1980 5:07:08 PM,47,-0.19,-0.33,
3,30,11/26/2014 5:08:45 PM,Light,5/27/1980 5:07:25 PM,5/27/1980 5:08:35 PM,70,0.25,-0.07,
3,31,11/26/2014 5:18:52 PM,Light,5/27/1980 5:18:27 PM,5/27/1980 5:18:41 PM,14,-0.12,-0.19,
3,32,11/26/2014 5:19:06 PM,Light,5/27/1980 5:18:53 PM,5/27/1980 5:18:55 PM,2,-0.12,-0.31,
4,33,11/26/2014 5:21:50 PM,Light,5/27/1980 5:19:41 PM,5/27/1980 5:21:40 PM,119,0.11,-0.20,
4,34,11/26/2014 5:25:09 PM,Light,5/27/1980 5:24:47 PM,5/27/1980 5:24:58 PM,11,-0.09,-0.29,
4,35,11/26/2014 5:27:07 PM,Light,5/27/1980 5:26:54 PM,5/27/1980 5:26:57 PM,3,0.10,-0.19,
4,36,11/26/2014 5:29:01 PM,Light,5/27/1980 5:28:40 PM,5/27/1980 5:28:51 PM,11,0.07,-0.13,
4,37,11/26/2014 5:37:59 PM,Light,5/27/1980 5:35:26 PM,5/27/1980 5:37:49 PM,143,-0.13,-0.26,
4,38,11/26/2014 5:40:44 PM,Light,5/27/1980 5:40:02 PM,5/27/1980 5:40:34 PM,32,0.17,-0.08,
4,39,11/26/2014 5:46:09 PM,Light,5/27/1980 5:45:41 PM,5/27/1980 5:45:59 PM,18,-0.06,-0.14,
4,40,11/26/2014 5:47:00 PM,Light,5/27/1980 5:46:40 PM,5/27/1980 5:46:49 PM,9,0.11,-0.03,
