Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
1,1,11/26/2014 3:45:37 PM,Light,5/27/1980 3:45:20 PM,5/27/1980 3:45:26 PM,6,-0.07,-0.07,
1,2,11/26/2014 3:52:04 PM,Light,5/27/1980 3:46:38 PM,5/27/1980 3:51:53 PM,315,0.21,0.14,
1,3,11/26/2014 3:55:07 PM,Light,5/27/1980 3:54:36 PM,5/27/1980 3:54:57 PM,21,0.12,0.26,
1,4,11/26/2014 4:01:24 PM,Light,5/27/1980 3:57:35 PM,5/27/1980 4:01:13 PM,218,-0.20,0.06,
1,5,11/26/2014 4:03:28 PM,Light,5/27/1980 4:03:03 PM,5/27/1980 4:03:18 PM,15,0.10,0.16,
1,6,11/26/2014 4:05:37 PM,Light,5/27/1980 4:05:22 PM,5/27/1980 4:05:26 PM,4,0.06,0.22,
1,7,11/26/2014 4:12:20 PM,Light,5/27/1980 4:07:10 PM,5/27/1980 4:12:10 PM,300,-0.13,0.09,
1,8,11/26/2014 4:13:34 PM,Light,5/27/1980 4:12:36 PM,5/27/1980 4:13:24 PM,48,0.06,0.14,
1,9,11/26/2014 4:16:39 PM,Light,5/27/1980 4:16:14 PM,5/27/1980 4:16:28 PM,14,0.04,0.18,
2,10,11/26/2014 4:25:18 PM,Light,5/27/1980 4:24:56 PM,5/27/1980 4:25:07 PM,11,0.05,0.23,
2,11,11/26/2014 4:33:49 PM,Light,5/27/1980 4:26:50 PM,5/27/1980 4:33:39 PM,409,0.20,0.43,
2,12,11/26/2014 4:35:31 PM,Light,5/27/1980 4:34:51 PM,5/27/1980 4:35:20 PM,29,-0.05,0.38,
2,13,11/26/2014 4:35:44 PM,Light,5/27/1980 4:35:32 PM,5/27/1980 4:35:34 PM,2,0.09,0.47,
2,14,11/26/2014 4:44:02 PM,Light,5/27/1980 4:36:34 PM,5/27/1980 4:43:52 PM,438,0.08,0.55,
2,15,11/26/2014 4:46:09 PM,Light,5/27/1980 4:45:53 PM,5/27/1980 4:45:58 PM,5,-0.15,0.39,
3,16,11/26/2014 4:54:48 PM,Light,5/27/1980 4:46:48 PM,5/27/1980 4:54:37 PM,469,0.20,0.60,
3,17,11/26/2014 4:55:17 PM,Light,5/27/1980 4:54:50 PM,5/27/1980 4:55:07 PM,17,-0.05,0.55,
3,18,11/26/2014 4:56:14 PM,Light,5/27/1980 4:55:23 PM,5/27/1980 4:56:03 PM,40,-0.03,0.52,
3,19,11/26/2014 5:04:32 PM,Light,5/27/1980 4:56:17 PM,5/27/1980 5:04:22 PM,485,0.12,0.63,
3,20,11/26/2014 5:06:38 PM,Light,5/27/1980 5:05:36 PM,5/27/1980 5:06:27 PM,51,0.05,0.68,
3,21,11/26/2014 5:07:02 PM,Light,5/27/1980 5:06:48 PM,5/27/1980 5:06:51 PM,3,-0.06,0.62,
3,22,11/26/2014 5:15:49 PM,Light,5/27/1980 5:08:15 PM,5/27/1980 5:15:39 PM,444,-0.21,0.41,
4,23,11/26/2014 5:24:26 PM,Light,5/27/1980 5:15:50 PM,5/27/1980 5:24:15 PM,505,0.08,0.49,
4,24,11/26/2014 5:33:29 PM,Light,5/27/1980 5:32:16 PM,5/27/1980 5:33:19 PM,63,-0.17,0.32,
4,25,11/26/2014 5:36:50 PM,Light,5/27/1980 5:33:30 PM,5/27/1980 5:36:40 PM,190,-0.14,0.18,
4,26,11/26/2014 5:37:57 PM,Light,5/27/1980 5:36:54 PM,5/27/1980 5:37:47 PM,53,0.06,0.25,
4,27,11/26/2014 5:40:42 PM,Light,5/27/1980 5:38:06 PM,5/27/1980 5:40:31 PM,145,0.21,0.46,
4,28,11/26/2014 5:44:17 PM,Light,5/27/1980 5:44:03 PM,5/27/1980 5:44:06 PM,3,-0.07,0.39,
4,29,11/26/2014 5:45:42 PM,Light,5/27/1980 5:44:54 PM,5/27/1980 5:45:32 PM,38,-0.09,0.30,
4,30,11/26/2014 5:46:05 PM,Light,5/27/1980 5:45:44 PM,5/27/1980 5:45:55 PM,11,0.08,0.39,
4,31,11/26/2014 5:47:13 PM,Light,5/27/1980 5:46:07 PM,5/27/1980 5:47:02 PM,55,0.15,0.53,
5,32,11/26/2014 6:01:36 PM,Light,5/27/1980 6:00:29 PM,5/27/1980 6:01:25 PM,56,-0.40,0.13,
5,33,11/26/2014 6:13:27 PM,Light,5/27/1980 6:01:45 PM,5/27/1980 6:13:16 PM,691,0.06,0.19,
6,34,11/26/2014 6:29:37 PM,Light,5/27/1980 6:17:31 PM,5/27/1980 6:29:27 PM,716,0.04,0.23,
6,35,11/26/2014 6:32:57 PM,Light,5/27/1980 6:32:27 PM,5/27/1980 6:32:46 PM,19,0.07,0.30,
6,36,11/26/2014 6:35:24 PM,Light,5/27/1980 6:32:58 PM,5/27/1980 6:35:13 PM,135,0.21,0.51,
6,37,11/26/2014 6:45:17 PM,Light,5/27/1980 6:35:26 PM,5/27/1980 6:45:06 PM,580,0.08,0.59,
6,38,11/26/2014 6:45:58 PM,Light,5/27/1980 6:45:17 PM,5/27/1980 6:45:47 PM,30,-0.17,0.41,
6,39,11/26/2014 6:47:57 PM,Light,5/27/1980 6:47:37 PM,5/27/1980 6:47:47 PM,10,-0.07,0.34,
7,40,11/26/2014 7:01:51 PM,Dark,5/27/1980 6:49:24 PM,5/27/1980 7:01:40 PM,736,-0.08,0.26,
