Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
1,1,11/26/2014 3:46:20 PM,Light,5/27/1980 3:46:01 PM,5/27/1980 3:46:09 PM,8,-0.04,-0.04,
1,2,11/26/2014 3:54:46 PM,Light,5/27/1980 3:54:23 PM,5/27/1980 3:54:35 PM,12,-0.09,-0.13,
1,3,11/26/2014 3:59:51 PM,Light,5/27/1980 3:59:32 PM,5/27/1980 3:59:40 PM,8,-0.06,-0.19,
1,4,11/26/2014 4:00:58 PM,Light,5/27/1980 4:00:41 PM,5/27/1980 4:00:47 PM,6,-0.05,-0.24,
1,5,11/26/2014 4:13:31 PM,Light,5/27/1980 4:11:09 PM,5/27/1980 4:13:21 PM,132,0.04,-0.20,
1,6,11/26/2014 4:14:29 PM,Light,5/27/1980 4:14:04 PM,5/27/1980 4:14:18 PM,14,-0.04,-0.24,
2,7,11/26/2014 4:25:13 PM,Light,5/27/1980 4:24:04 PM,5/27/1980 4:25:03 PM,59,0.04,-0.20,
2,8,11/26/2014 4:26:34 PM,Light,5/27/1980 4:26:14 PM,5/27/1980 4:26:23 PM,9,-0.09,-0.29,
2,9,11/26/2014 4:35:02 PM,Light,5/27/1980 4:33:55 PM,5/27/1980 4:34:51 PM,56,0.05,-0.23,
2,10,11/26/2014 4:40:48 PM,Light,5/27/1980 4:40:28 PM,5/27/1980 4:40:37 PM,9,0.04,-0.19,
2,11,11/26/2014 4:45:42 PM,Light,5/27/1980 4:45:20 PM,5/27/1980 4:45:30 PM,10,-0.04,-0.24,
2,12,11/26/2014 4:48:00 PM,Light,5/27/1980 4:47:46 PM,5/27/1980 4:47:49 PM,3,-0.15,-0.38,
3,13,11/26/2014 4:57:25 PM,Light,5/27/1980 4:57:01 PM,5/27/1980 4:57:14 PM,13,-0.08,-0.47,
3,14,11/26/2014 5:06:29 PM,Light,5/27/1980 5:05:48 PM,5/27/1980 5:06:17 PM,29,-0.22,-0.69,
4,15,11/26/2014 5:25:08 PM,Light,5/27/1980 5:24:52 PM,5/27/1980 5:24:57 PM,5,0.11,-0.58,
4,16,11/26/2014 5:25:57 PM,Light,5/27/1980 5:25:13 PM,5/27/1980 5:25:47 PM,34,0.15,-0.42,
4,17,11/26/2014 5:28:14 PM,Light,5/27/1980 5:28:00 PM,5/27/1980 5:28:03 PM,3,0.25,-0.17,
4,18,11/26/2014 5:28:40 PM,Light,5/27/1980 5:28:24 PM,5/27/1980 5:28:29 PM,5,-0.27,-0.45,
4,19,11/26/2014 5:34:41 PM,Light,5/27/1980 5:28:42 PM,5/27/1980 5:34:30 PM,348,0.33,-0.11,
4,20,11/26/2014 5:38:51 PM,Light,5/27/1980 5:34:42 PM,5/27/1980 5:38:40 PM,238,-0.14,-0.25,
4,21,11/26/2014 5:39:33 PM,Light,5/27/1980 5:38:53 PM,5/27/1980 5:39:22 PM,29,0.07,-0.18,
4,22,11/26/2014 5:39:51 PM,Light,5/27/1980 5:39:37 PM,5/27/1980 5:39:41 PM,4,0.38,0.20,
4,23,11/26/2014 5:40:20 PM,Light,5/27/1980 5:39:52 PM,5/27/1980 5:40:10 PM,18,-0.22,-0.03,
4,24,11/26/2014 5:40:47 PM,Light,5/27/1980 5:40:30 PM,5/27/1980 5:40:37 PM,7,0.26,0.24,
4,25,11/26/2014 5:45:04 PM,Light,5/27/1980 5:44:32 PM,5/27/1980 5:44:53 PM,21,-0.10,0.14,
4,26,11/26/2014 5:47:51 PM,Light,5/27/1980 5:46:30 PM,5/27/1980 5:47:40 PM,70,0.17,0.31,
4,27,11/26/2014 5:51:08 PM,Light,5/27/1980 5:47:52 PM,5/27/1980 5:50:58 PM,186,0.05,0.36,
4,28,11/26/2014 5:51:59 PM,Light,5/27/1980 5:51:11 PM,5/27/1980 5:51:49 PM,38,-0.10,0.26,
5,29,11/26/2014 5:56:22 PM,Light,5/27/1980 5:52:02 PM,5/27/1980 5:56:11 PM,249,0.17,0.42,
5,30,11/26/2014 6:00:16 PM,Light,5/27/1980 5:59:59 PM,5/27/1980 6:00:05 PM,6,-0.04,0.38,
5,31,11/26/2014 6:00:33 PM,Light,5/27/1980 6:00:18 PM,5/27/1980 6:00:22 PM,4,0.05,0.43,
5,32,11/26/2014 6:01:23 PM,Light,5/27/1980 6:00:42 PM,5/27/1980 6:01:13 PM,31,0.14,0.57,
5,33,11/26/2014 6:01:48 PM,Light,5/27/1980 6:01:25 PM,5/27/1980 6:01:37 PM,12,-0.17,0.40,
5,34,11/26/2014 6:03:05 PM,Light,5/27/1980 6:01:50 PM,5/27/1980 6:02:55 PM,65,0.11,0.51,
5,35,11/26/2014 6:07:56 PM,Light,5/27/1980 6:03:16 PM,5/27/1980 6:07:45 PM,269,0.04,0.55,
5,36,11/26/2014 6:12:06 PM,Light,5/27/1980 6:07:56 PM,5/27/1980 6:11:56 PM,240,-0.16,0.40,
5,37,11/26/2014 6:12:54 PM,Light,5/27/1980 6:12:07 PM,5/27/1980 6:12:44 PM,37,0.13,0.52,
5,38,11/26/2014 6:18:17 PM,Light,5/27/1980 6:17:12 PM,5/27/1980 6:18:06 PM,54,0.19,0.71,
5,39,11/26/2014 6:21:35 PM,Light,5/27/1980 6:20:22 PM,5/27/1980 6:21:25 PM,63,-0.08,0.63,
5,40,11/26/2014 6:22:26 PM,Light,5/27/1980 6:21:47 PM,5/27/1980 6:22:16 PM,29,0.05,0.68,
6,41,11/26/2014 6:25:53 PM,Light,5/27/1980 6:23:51 PM,5/27/1980 6:25:43 PM,112,0.08,0.76,
6,42,11/26/2014 6:26:18 PM,Light,5/27/1980 6:25:56 PM,5/27/1980 6:26:08 PM,12,-0.09,0.67,
6,43,11/26/2014 6:28:01 PM,Light,5/27/1980 6:26:21 PM,5/27/1980 6:27:50 PM,89,-0.11,0.56,
6,44,11/26/2014 6:28:35 PM,Light,5/27/1980 6:28:03 PM,5/27/1980 6:28:24 PM,21,-0.10,0.46,
6,45,11/26/2014 6:29:12 PM,Light,5/27/1980 6:28:37 PM,5/27/1980 6:29:01 PM,24,-0.11,0.35,
6,46,11/26/2014 6:33:21 PM,Light,5/27/1980 6:33:07 PM,5/27/1980 6:33:11 PM,4,0.04,0.39,
6,47,11/26/2014 6:34:03 PM,Light,5/27/1980 6:33:25 PM,5/27/1980 6:33:53 PM,28,0.22,0.61,
6,48,11/26/2014 6:35:03 PM,Light,5/27/1980 6:34:31 PM,5/27/1980 6:34:52 PM,21,-0.13,0.48,
