"","age","animal.Alive","animal.Background","animal.Cause_of_Death","animal.Death","animal.Gender","animal.Genotype","animal.MouseID","animal.age","animal.id","animal.strain.Strain","assay.assay","experiment.date","experiment.feeding_state","id","values","experiment.time"
"677",113,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Lean Mass","2015-01-13","fed",22843,"22160",NA
"678",127,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Body Weight","2015-01-27","fed",23940,"34100",NA
"679",127,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Total Fat Mass","2015-01-27","fed",23970,"10630",NA
"680",127,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Lean Mass","2015-01-27","fed",24000,"22690",NA
"681",141,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Body Weight","2015-02-10","fed",25309,"35500",NA
"682",141,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Total Fat Mass","2015-02-10","fed",25343,"11100",NA
"683",141,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Lean Mass","2015-02-10","fed",25369,"23290",NA
"684",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Total Fat Mass","2015-02-24","fed",27041,"13550",NA
"685",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Lean Mass","2015-02-24","fed",27072,"23070",NA
"686",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Body Weight","2015-02-24","fed",27190,"37800",NA
"687",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Grip Strength (4 Paw)","2015-02-24","fed",27214,"2290,2000,2270,2230,1700",NA
"688",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Total Fat Mass","2015-03-02","fed",28165,"10360","15:30:00"
"689",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Lean Mass","2015-03-02","fed",28166,"23410","15:30:00"
"690",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Body Weight","2015-03-02","fed",28215,"34100","15:30:00"
"691",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Grip Strength (4 Paw)","2015-03-02","fed",28246,"2060,2180,2920,2540,2250","15:30:00"
"692",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Total Fat Mass","2015-03-09","fed",28690,"9860",NA
"693",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Lean Mass","2015-03-09","fed",28720,"22710",NA
"694",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Body Weight","2015-03-09","fed",28750,"33300",NA
"695",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Grip Strength (4 Paw)","2015-03-09","fed",28755,"2870,2650,2210,2270,2280",NA
"696",175,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Total Fat Mass","2015-03-16","fed",29979,"12400","15:30:00"
"697",175,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Lean Mass","2015-03-16","fed",29980,"22020","15:30:00"
"698",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Body Weight","2015-03-23","fed",31023,"32700","16:00:00"
"699",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Grip Strength (4 Paw)","2015-03-23","fed",31047,"1890,2330,1830,1760,1930","16:00:00"
"700",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Total Fat Mass","2015-03-23","fed",31239,"11620","16:00:00"
"701",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2112,198,7236,"C57BL/6J","Lean Mass","2015-03-23","fed",31240,"20180","16:00:00"
"702",65,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Body Weight","2014-11-26","fed",19271,"24600",NA
"703",65,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Total Fat Mass","2014-11-26","fed",19272,"1930",NA
"704",65,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Lean Mass","2014-11-26","fed",19273,"21700",NA
"705",70,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Body Weight","2014-12-01","fed",19456,"22700",NA
"706",70,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Total Fat Mass","2014-12-01","fed",19457,"1390",NA
"707",70,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Lean Mass","2014-12-01","fed",19458,"20890",NA
"708",71,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Body Weight","2014-12-02","fasted",19566,"22400",NA
"709",71,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Total Fat Mass","2014-12-02","fasted",19584,"1270",NA
"710",71,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Lean Mass","2014-12-02","fasted",19604,"20500",NA
"711",85,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Body Weight","2014-12-16","fed",20921,"27200",NA
"712",85,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20922,"5300",NA
"713",85,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Lean Mass","2014-12-16","fed",20923,"21390",NA
"714",99,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Body Weight","2014-12-30","fed",21324,"31200",NA
"715",99,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21325,"7780",NA
"716",99,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Lean Mass","2014-12-30","fed",21326,"22780",NA
"717",113,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Body Weight","2015-01-13","fed",22886,"33800",NA
"718",113,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22887,"10020",NA
"719",113,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Lean Mass","2015-01-13","fed",22888,"22960",NA
"720",127,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Body Weight","2015-01-27","fed",23955,"35600",NA
"721",127,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Total Fat Mass","2015-01-27","fed",23986,"11350",NA
"722",127,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Lean Mass","2015-01-27","fed",24016,"23550",NA
"723",141,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Body Weight","2015-02-10","fed",25324,"38100",NA
"724",141,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Total Fat Mass","2015-02-10","fed",25361,"12690",NA
"725",141,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Lean Mass","2015-02-10","fed",25387,"24480",NA
"726",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Total Fat Mass","2015-02-24","fed",27049,"14730",NA
"727",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Lean Mass","2015-02-24","fed",27079,"24450",NA
"728",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Total Fat Mass","2015-03-02","fed",28196,"12600","15:30:00"
"729",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Lean Mass","2015-03-02","fed",28197,"23380","15:30:00"
"730",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Body Weight","2015-03-02","fed",28231,"36800","15:30:00"
"731",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Grip Strength (4 Paw)","2015-03-02","fed",28261,"2960,2500,3040,2350,3060","15:30:00"
"732",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Total Fat Mass","2015-03-09","fed",28686,"13870",NA
"733",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Lean Mass","2015-03-09","fed",28716,"22850",NA
"734",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Body Weight","2015-03-09","fed",28746,"37400",NA
"735",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Grip Strength (4 Paw)","2015-03-09","fed",28780,"2690,2710,2480,2270,2380",NA
"736",175,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Body Weight","2015-03-16","fed",29895,"38500","15:30:00"
"737",175,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Total Fat Mass","2015-03-16","fed",29967,"15780","15:30:00"
"738",175,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Lean Mass","2015-03-16","fed",29968,"21920","15:30:00"
"739",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Body Weight","2015-03-23","fed",31007,"35500","16:00:00"
"740",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Grip Strength (4 Paw)","2015-03-23","fed",31062,"2520,2220,2020,1920,2710","16:00:00"
"741",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Total Fat Mass","2015-03-23","fed",31229,"14630","16:00:00"
"742",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Lean Mass","2015-03-23","fed",31230,"20220","16:00:00"
"743",189,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Body Weight","2015-03-30","fed",32141,"30400","15:30:00"
"744",189,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Grip Strength (4 Paw)","2015-03-30","fed",32170,"2560,2470,2080,2220,2520","15:30:00"
"745",189,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Total Fat Mass","2015-03-30","fed",32219,"10450","15:30:00"
"746",189,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Lean Mass","2015-03-30","fed",32220,"18970","15:30:00"
"747",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Body Weight","2015-02-24","fed",33132,"40000",NA
"748",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2113,198,7237,"C57BL/6J","Grip Strength (4 Paw)","2015-02-24","fed",33138,"2710,2750,2890,2980,2870",NA
"749",65,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Body Weight","2014-11-26","fed",19274,"25300",NA
"750",65,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Total Fat Mass","2014-11-26","fed",19275,"2980",NA
"751",65,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Lean Mass","2014-11-26","fed",19276,"21610",NA
"752",70,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Body Weight","2014-12-01","fed",19459,"22500",NA
"753",70,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Total Fat Mass","2014-12-01","fed",19460,"1790",NA
"754",70,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Lean Mass","2014-12-01","fed",19461,"20130",NA
"755",71,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Body Weight","2014-12-02","fasted",19567,"20800",NA
"756",71,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Total Fat Mass","2014-12-02","fasted",19586,"1190",NA
"757",71,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Lean Mass","2014-12-02","fasted",19605,"18920",NA
"758",85,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Body Weight","2014-12-16","fed",20879,"28900",NA
"759",85,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20880,"6110",NA
"760",85,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Lean Mass","2014-12-16","fed",20881,"22160",NA
"761",99,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Body Weight","2014-12-30","fed",21282,"32100",NA
"762",99,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21283,"8450",NA
"763",99,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Lean Mass","2014-12-30","fed",21284,"23140",NA
"764",113,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Body Weight","2015-01-13","fed",22844,"34400",NA
"765",113,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22845,"10730",NA
"766",113,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Lean Mass","2015-01-13","fed",22846,"23100",NA
"767",127,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Body Weight","2015-01-27","fed",23941,"35700",NA
"768",127,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Total Fat Mass","2015-01-27","fed",23971,"11920",NA
"769",127,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Lean Mass","2015-01-27","fed",24001,"23030",NA
"770",141,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Body Weight","2015-02-10","fed",25310,"37300",NA
"771",141,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Total Fat Mass","2015-02-10","fed",25345,"12440",NA
"772",141,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Lean Mass","2015-02-10","fed",25371,"23850",NA
"773",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Total Fat Mass","2015-02-24","fed",27031,"13970",NA
"774",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Lean Mass","2015-02-24","fed",27062,"23840",NA
"775",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Body Weight","2015-02-24","fed",27191,"38800",NA
"776",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Grip Strength (4 Paw)","2015-02-24","fed",27215,"1870,1890,2170,2660,2060",NA
"777",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Total Fat Mass","2015-03-02","fed",28167,"9080","15:30:00"
"778",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Lean Mass","2015-03-02","fed",28168,"23370","15:30:00"
"779",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Body Weight","2015-03-02","fed",28216,"33100","15:30:00"
"780",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Grip Strength (4 Paw)","2015-03-02","fed",28247,"2390,2000,2250,2490,2350","15:30:00"
"781",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Total Fat Mass","2015-03-09","fed",28675,"10550",NA
"782",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Lean Mass","2015-03-09","fed",28705,"22490",NA
"783",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Body Weight","2015-03-09","fed",28735,"33900",NA
"784",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Grip Strength (4 Paw)","2015-03-09","fed",28760,"2930,2140,2330,1830,2180",NA
"785",175,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Body Weight","2015-03-16","fed",29884,"34900","15:30:00"
"786",175,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Total Fat Mass","2015-03-16","fed",29949,"12570","15:30:00"
"787",175,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Lean Mass","2015-03-16","fed",29950,"21430","15:30:00"
"788",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Body Weight","2015-03-23","fed",30977,"34000","16:00:00"
"789",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Grip Strength (4 Paw)","2015-03-23","fed",31179,"1610,1180,1570,1700,1660","16:00:00"
"790",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Total Fat Mass","2015-03-23","fed",31213,"12170","16:00:00"
"791",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Lean Mass","2015-03-23","fed",31214,"20860","16:00:00"
"792",189,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Body Weight","2015-03-30","fed",32009,"30100","15:30:00"
"793",189,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Grip Strength (4 Paw)","2015-03-30","fed",32145,"2070,2010,2260,2200,1970","15:30:00"
"794",189,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Total Fat Mass","2015-03-30","fed",32192,"10230","15:30:00"
"795",189,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2114,198,7238,"C57BL/6J","Lean Mass","2015-03-30","fed",32193,"18670","15:30:00"
"796",65,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Body Weight","2014-11-26","fed",19277,"25200",NA
"797",65,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Total Fat Mass","2014-11-26","fed",19278,"2940",NA
"798",65,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Lean Mass","2014-11-26","fed",19279,"21310",NA
"799",70,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Body Weight","2014-12-01","fed",19462,"23800",NA
"800",70,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Total Fat Mass","2014-12-01","fed",19463,"1910",NA
"801",70,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Lean Mass","2014-12-01","fed",19464,"21500",NA
"802",71,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Body Weight","2014-12-02","fasted",19568,"22200",NA
"803",71,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Total Fat Mass","2014-12-02","fasted",19587,"1700",NA
"804",71,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Lean Mass","2014-12-02","fasted",19606,"19870",NA
"805",85,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Body Weight","2014-12-16","fed",20882,"27300",NA
"806",85,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20883,"4970",NA
"807",85,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Lean Mass","2014-12-16","fed",20884,"21740",NA
"808",99,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Body Weight","2014-12-30","fed",21285,"31500",NA
"809",99,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21286,"7930",NA
"810",99,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Lean Mass","2014-12-30","fed",21287,"22790",NA
"811",113,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Body Weight","2015-01-13","fed",22847,"33300",NA
"812",113,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22848,"9770",NA
"813",113,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Lean Mass","2015-01-13","fed",22849,"22610",NA
"814",127,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Body Weight","2015-01-27","fed",23942,"35900",NA
"815",127,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Total Fat Mass","2015-01-27","fed",23974,"11230",NA
"816",127,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Lean Mass","2015-01-27","fed",24004,"23680",NA
"817",141,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Body Weight","2015-02-10","fed",25311,"38000",NA
"818",141,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Total Fat Mass","2015-02-10","fed",25346,"12540",NA
"819",141,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Lean Mass","2015-02-10","fed",25372,"24090",NA
"820",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Total Fat Mass","2015-02-24","fed",27032,"15010",NA
"821",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Lean Mass","2015-02-24","fed",27063,"23950",NA
"822",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Body Weight","2015-02-24","fed",27192,"40100",NA
"823",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Grip Strength (4 Paw)","2015-02-24","fed",27216,"3010,2030,2180,2990,2620",NA
"824",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Total Fat Mass","2015-03-02","fed",28169,"12040","15:30:00"
"825",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Lean Mass","2015-03-02","fed",28170,"23830","15:30:00"
"826",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Body Weight","2015-03-02","fed",28217,"36500","15:30:00"
"827",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Grip Strength (4 Paw)","2015-03-02","fed",28248,"2060,2180,2250,2410,2500","15:30:00"
"828",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Total Fat Mass","2015-03-09","fed",28673,"13640",NA
"829",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Lean Mass","2015-03-09","fed",28703,"23250",NA
"830",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Body Weight","2015-03-09","fed",28733,"37800",NA
"831",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Grip Strength (4 Paw)","2015-03-09","fed",28761,"3150,2480,2700,2540,2890",NA
"832",175,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Body Weight","2015-03-16","fed",29882,"38000","15:30:00"
"833",175,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Total Fat Mass","2015-03-16","fed",29945,"14250","15:30:00"
"834",175,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Lean Mass","2015-03-16","fed",29946,"22850","15:30:00"
"835",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Body Weight","2015-03-23","fed",30969,"38300","16:00:00"
"836",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2115,198,7239,"C57BL/6J","Grip Strength (4 Paw)","2015-03-23","fed",31177,"1260,1800,1000,950,1290","16:00:00"
