"","age","animal.Alive","animal.Background","animal.Cause_of_Death","animal.Death","animal.Gender","animal.Genotype","animal.MouseID","animal.age","animal.id","animal.strain.Strain","assay.assay","experiment.date","experiment.feeding_state","id","values","experiment.time"
"349",127,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Total Fat Mass","2015-01-27","fed",23964,"10670",NA
"350",127,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Lean Mass","2015-01-27","fed",23994,"24110",NA
"351",141,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Body Weight","2015-02-10","fed",25303,"35000",NA
"352",141,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Total Fat Mass","2015-02-10","fed",25337,"9750",NA
"353",141,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Lean Mass","2015-02-10","fed",25363,"24030",NA
"354",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Total Fat Mass","2015-02-24","fed",27027,"11880",NA
"355",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Lean Mass","2015-02-24","fed",27058,"24840",NA
"356",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Body Weight","2015-02-24","fed",27184,"37700",NA
"357",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Grip Strength (4 Paw)","2015-02-24","fed",27208,"2810,2540,2290,2230,2160",NA
"358",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Total Fat Mass","2015-03-02","fed",28152,"8650","15:30:00"
"359",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Lean Mass","2015-03-02","fed",28153,"24690","15:30:00"
"360",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Body Weight","2015-03-02","fed",28209,"24200","15:30:00"
"361",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Grip Strength (4 Paw)","2015-03-02","fed",28240,"2410,2290,2000,2370,2310","15:30:00"
"362",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Total Fat Mass","2015-03-09","fed",28668,"10030",NA
"363",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Lean Mass","2015-03-09","fed",28698,"25190",NA
"364",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Body Weight","2015-03-09","fed",28728,"36200",NA
"365",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Grip Strength (4 Paw)","2015-03-09","fed",28769,"2850,2550,2690,1960,2190",NA
"366",175,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Body Weight","2015-03-16","fed",29877,"38800","15:30:00"
"367",175,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Total Fat Mass","2015-03-16","fed",29935,"11960","15:30:00"
"368",175,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Lean Mass","2015-03-16","fed",29936,"26330","15:30:00"
"369",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Body Weight","2015-03-23","fed",30955,"39600","16:00:00"
"370",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Grip Strength (4 Paw)","2015-03-23","fed",31170,"2560,1540,2270,2560,1950","16:00:00"
"371",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Total Fat Mass","2015-03-23","fed",31195,"13120","16:00:00"
"372",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Lean Mass","2015-03-23","fed",31196,"25650","16:00:00"
"373",189,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Body Weight","2015-03-30","fed",32003,"40000","15:30:00"
"374",189,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Grip Strength (4 Paw)","2015-03-30","fed",32154,"3070,2770,2980,2830,3020","15:30:00"
"375",189,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Total Fat Mass","2015-03-30","fed",32180,"13490","15:30:00"
"376",189,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2105,198,7229,"C57BL/6J","Lean Mass","2015-03-30","fed",32181,"26030","15:30:00"
"377",65,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Body Weight","2014-11-26","fed",19250,"26100",NA
"378",65,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Total Fat Mass","2014-11-26","fed",19251,"2480",NA
"379",65,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Lean Mass","2014-11-26","fed",19252,"22780",NA
"380",70,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Body Weight","2014-12-01","fed",19434,"23700",NA
"381",70,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Total Fat Mass","2014-12-01","fed",19436,"1270",NA
"382",70,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Lean Mass","2014-12-01","fed",19437,"21920",NA
"383",71,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Body Weight","2014-12-02","fasted",19525,"21300",NA
"384",71,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Total Fat Mass","2014-12-02","fasted",19526,"770",NA
"385",71,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Lean Mass","2014-12-02","fasted",19527,"19900",NA
"386",85,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Body Weight","2014-12-16","fed",20860,"27200",NA
"387",85,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20861,"2700",NA
"388",85,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Lean Mass","2014-12-16","fed",20862,"23910",NA
"389",99,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Body Weight","2014-12-30","fed",21264,"30500",NA
"390",99,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21265,"3720",NA
"391",99,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Lean Mass","2014-12-30","fed",21266,"25770",NA
"392",113,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Body Weight","2015-01-13","fed",22826,"32600",NA
"393",113,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22827,"6530",NA
"394",113,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Lean Mass","2015-01-13","fed",22828,"25050",NA
"395",127,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Body Weight","2015-01-27","fed",23935,"34600",NA
"396",127,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Total Fat Mass","2015-01-27","fed",23966,"8220",NA
"397",127,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Lean Mass","2015-01-27","fed",23996,"25010",NA
"398",141,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Body Weight","2015-02-10","fed",25304,"35400",NA
"399",141,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Total Fat Mass","2015-02-10","fed",25338,"8940",NA
"400",141,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Lean Mass","2015-02-10","fed",25364,"24810",NA
"401",155,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Total Fat Mass","2015-02-24","fed",27029,"11330",NA
"402",155,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Lean Mass","2015-02-24","fed",27060,"25810",NA
"403",155,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Body Weight","2015-02-24","fed",27185,"38200",NA
"404",155,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Grip Strength (4 Paw)","2015-02-24","fed",27209,"3010,2190,2360,2490,2050",NA
"405",161,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Total Fat Mass","2015-03-02","fed",28154,"8970","15:30:00"
"406",161,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Lean Mass","2015-03-02","fed",28155,"25280","15:30:00"
"407",161,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Body Weight","2015-03-02","fed",28210,"35500","15:30:00"
"408",161,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Grip Strength (4 Paw)","2015-03-02","fed",28241,"2910,2410,2660,2330,2480","15:30:00"
"409",168,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Total Fat Mass","2015-03-09","fed",28667,"10220",NA
"410",168,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Lean Mass","2015-03-09","fed",28697,"25920",NA
"411",168,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Body Weight","2015-03-09","fed",28727,"37100",NA
"412",168,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Grip Strength (4 Paw)","2015-03-09","fed",28770,"3000,2460,2680,2470,2640",NA
"413",175,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Body Weight","2015-03-16","fed",29878,"39600","15:30:00"
"414",175,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Total Fat Mass","2015-03-16","fed",29937,"12080","15:30:00"
"415",175,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Lean Mass","2015-03-16","fed",29938,"26570","15:30:00"
"416",182,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Body Weight","2015-03-23","fed",30958,"40700","16:00:00"
"417",182,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Grip Strength (4 Paw)","2015-03-23","fed",31173,"1980,2030,2270,2620,2080","16:00:00"
"418",182,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Total Fat Mass","2015-03-23","fed",31199,"13410","16:00:00"
"419",182,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Lean Mass","2015-03-23","fed",31200,"26350","16:00:00"
"420",189,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Body Weight","2015-03-30","fed",32006,"42700","15:30:00"
"421",189,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Grip Strength (4 Paw)","2015-03-30","fed",32155,"2710,3040,2830,2920,3070","15:30:00"
"422",189,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Total Fat Mass","2015-03-30","fed",32186,"14840","15:30:00"
"423",189,FALSE,"C57BL/6J","Sacrificed","2105-04-08","M","+/+",2106,33070,7230,"C57BL/6J","Lean Mass","2015-03-30","fed",32187,"27190","15:30:00"
"424",65,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Body Weight","2014-11-26","fed",19253,"25200",NA
"425",65,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Total Fat Mass","2014-11-26","fed",19254,"2070",NA
"426",65,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Lean Mass","2014-11-26","fed",19255,"22390",NA
"427",70,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Body Weight","2014-12-01","fed",19438,"22600",NA
"428",70,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Total Fat Mass","2014-12-01","fed",19439,"1290",NA
"429",70,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Lean Mass","2014-12-01","fed",19440,"20770",NA
"430",71,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Body Weight","2014-12-02","fasted",19528,"24600",NA
"431",71,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Total Fat Mass","2014-12-02","fasted",19529,"1610",NA
"432",71,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Lean Mass","2014-12-02","fasted",19530,"22360",NA
"433",85,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Body Weight","2014-12-16","fed",20863,"27900",NA
"434",85,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20864,"4720",NA
"435",85,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Lean Mass","2014-12-16","fed",20865,"22860",NA
"436",99,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Body Weight","2014-12-30","fed",21267,"32200",NA
"437",99,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21268,"6870",NA
"438",99,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Lean Mass","2014-12-30","fed",21269,"24450",NA
"439",113,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Body Weight","2015-01-13","fed",22829,"34200",NA
"440",113,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22830,"9590",NA
"441",113,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Lean Mass","2015-01-13","fed",22831,"24160",NA
"442",127,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Body Weight","2015-01-27","fed",23936,"37200",NA
"443",127,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Total Fat Mass","2015-01-27","fed",23963,"12190",NA
"444",127,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Lean Mass","2015-01-27","fed",23993,"24010",NA
"445",141,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Body Weight","2015-02-10","fed",25305,"38500",NA
"446",141,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Total Fat Mass","2015-02-10","fed",25336,"13000",NA
"447",141,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Lean Mass","2015-02-10","fed",25362,"24820",NA
"448",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Total Fat Mass","2015-02-24","fed",27026,"16270",NA
"449",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Lean Mass","2015-02-24","fed",27057,"25430",NA
"450",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Body Weight","2015-02-24","fed",27186,"42500",NA
"451",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Grip Strength (4 Paw)","2015-02-24","fed",27210,"2440,2790,2060,2210,2320",NA
"452",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Total Fat Mass","2015-03-02","fed",28156,"13490","15:30:00"
"453",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Lean Mass","2015-03-02","fed",28157,"25900","15:30:00"
"454",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Body Weight","2015-03-02","fed",28211,"39800","15:30:00"
"455",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Grip Strength (4 Paw)","2015-03-02","fed",28242,"2500,2740,2890,2480,2500","15:30:00"
"456",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Total Fat Mass","2015-03-09","fed",28669,"14790",NA
"457",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Lean Mass","2015-03-09","fed",28699,"26330",NA
"458",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Body Weight","2015-03-09","fed",28729,"41500",NA
"459",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Grip Strength (4 Paw)","2015-03-09","fed",28771,"2900,2830,2980,2740,2840",NA
"460",175,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Body Weight","2015-03-16","fed",29876,"45200","15:30:00"
"461",175,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Total Fat Mass","2015-03-16","fed",29933,"17490","15:30:00"
"462",175,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Lean Mass","2015-03-16","fed",29934,"27430","15:30:00"
"463",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Body Weight","2015-03-23","fed",30956,"46900","16:00:00"
"464",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Grip Strength (4 Paw)","2015-03-23","fed",31171,"2600,2070,2100,2350,2330","16:00:00"
"465",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Total Fat Mass","2015-03-23","fed",31197,"18690","16:00:00"
"466",182,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Lean Mass","2015-03-23","fed",31198,"27630","16:00:00"
"467",189,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Body Weight","2015-03-30","fed",32004,"48200","15:30:00"
"468",189,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Grip Strength (4 Paw)","2015-03-30","fed",32156,"3030,3250,2830,2310,2920","15:30:00"
"469",189,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Total Fat Mass","2015-03-30","fed",32182,"20000","15:30:00"
"470",189,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2107,198,7231,"C57BL/6J","Lean Mass","2015-03-30","fed",32183,"27490","15:30:00"
"471",65,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Body Weight","2014-11-26","fed",19256,"25300",NA
"472",65,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Total Fat Mass","2014-11-26","fed",19257,"2990",NA
"473",65,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Lean Mass","2014-11-26","fed",19258,"21630",NA
"474",70,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Body Weight","2014-12-01","fed",19441,"22300",NA
"475",70,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Total Fat Mass","2014-12-01","fed",19442,"1790",NA
"476",70,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Lean Mass","2014-12-01","fed",19443,"19960",NA
"477",71,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Body Weight","2014-12-02","fasted",19531,"20900",NA
"478",71,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Total Fat Mass","2014-12-02","fasted",19532,"1110",NA
"479",71,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Lean Mass","2014-12-02","fasted",19533,"19150",NA
"480",85,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Body Weight","2014-12-16","fed",20918,"28200",NA
"481",85,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20919,"4960",NA
"482",85,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Lean Mass","2014-12-16","fed",20920,"22470",NA
"483",99,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Body Weight","2014-12-30","fed",21321,"31600",NA
"484",99,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21322,"7510",NA
"485",99,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Lean Mass","2014-12-30","fed",21323,"23570",NA
"486",113,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Body Weight","2015-01-13","fed",22883,"34400",NA
"487",113,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22884,"9920",NA
"488",113,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Lean Mass","2015-01-13","fed",22885,"23640",NA
"489",127,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Body Weight","2015-01-27","fed",23954,"36300",NA
"490",127,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Total Fat Mass","2015-01-27","fed",23983,"11320",NA
"491",127,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Lean Mass","2015-01-27","fed",24013,"24000",NA
"492",141,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Body Weight","2015-02-10","fed",25323,"38800",NA
"493",141,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Total Fat Mass","2015-02-10","fed",25358,"12850",NA
"494",141,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Lean Mass","2015-02-10","fed",25384,"24990",NA
"495",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Total Fat Mass","2015-02-24","fed",27047,"14730",NA
"496",155,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Lean Mass","2015-02-24","fed",27077,"24610",NA
"497",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Total Fat Mass","2015-03-02","fed",28194,"12350","15:30:00"
"498",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Lean Mass","2015-03-02","fed",28195,"24080","15:30:00"
"499",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Body Weight","2015-03-02","fed",28230,"38000","15:30:00"
"500",161,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Grip Strength (4 Paw)","2015-03-02","fed",28260,"2450,2360,2520,2670,2200","15:30:00"
"501",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Total Fat Mass","2015-03-09","fed",28685,"13590",NA
"502",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Lean Mass","2015-03-09","fed",28715,"24000",NA
"503",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Body Weight","2015-03-09","fed",28745,"38200",NA
"504",168,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Grip Strength (4 Paw)","2015-03-09","fed",28779,"2540,2410,2430,2280,1980",NA
"505",175,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Body Weight","2015-03-16","fed",29894,"39100","15:30:00"
"506",175,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Total Fat Mass","2015-03-16","fed",29971,"15150","15:30:00"
"507",175,FALSE,"C57BL/6J","Sacrificed","2015-04-08","M","+/+",2108,198,7232,"C57BL/6J","Lean Mass","2015-03-16","fed",29972,"22990","15:30:00"
