"","age","animal.Alive","animal.Background","animal.Cause_of_Death","animal.Death","animal.Gender","animal.Genotype","animal.MouseID","animal.age","animal.id","animal.strain.Strain","assay.assay","experiment.date","experiment.feeding_state","id","values","experiment.time","experiment.fasting_time"
"961",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Total Fat Mass","2014-10-17","fed",15931,"1950",NA,NA
"962",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Lean Mass","2014-10-17","fed",15932,"21050",NA,NA
"963",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Body Weight","2014-10-20","fed",16060,"23500",NA,NA
"964",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Total Fat Mass","2014-10-20","fed",16061,"1880",NA,NA
"965",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Lean Mass","2014-10-20","fed",16062,"21570",NA,NA
"966",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Body Weight","2014-11-04","fed",16930,"26000",NA,NA
"967",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Total Fat Mass","2014-11-04","fed",16931,"3240",NA,NA
"968",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Lean Mass","2014-11-04","fed",16932,"22030",NA,NA
"969",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Body Weight","2014-11-18","fed",18616,"28200",NA,NA
"970",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Total Fat Mass","2014-11-18","fed",18617,"3920",NA,NA
"971",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Lean Mass","2014-11-18","fed",18618,"23350",NA,NA
"972",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Body Weight","2014-12-04","fed",19629,"29900",NA,NA
"973",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Total Fat Mass","2014-12-04","fed",19630,"3760",NA,NA
"974",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Lean Mass","2014-12-04","fed",19631,"25380",NA,NA
"975",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Body Weight","2014-12-16","fed",20794,"31500",NA,NA
"976",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20795,"6080",NA,NA
"977",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Lean Mass","2014-12-16","fed",20796,"25030",NA,NA
"978",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Body Weight","2014-12-30","fed",21213,"33000",NA,NA
"979",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21214,"6900",NA,NA
"980",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Lean Mass","2014-12-30","fed",21215,"25380",NA,NA
"981",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Body Weight","2015-01-13","fed",22775,"35600",NA,NA
"982",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22776,"9690",NA,NA
"983",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Lean Mass","2015-01-13","fed",22777,"25190",NA,NA
"984",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Body Weight","2015-01-16","fed",23175,"36100",NA,NA
"985",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Total Fat Mass","2015-01-16","fed",23199,"10160",NA,NA
"986",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Lean Mass","2015-01-16","fed",23223,"25110",NA,NA
"987",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Body Weight","2015-01-19","fed",23370,"32100","16:30:00",NA
"988",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Total Fat Mass","2015-01-19","fed",23568,"6520","16:30:00",NA
"989",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Lean Mass","2015-01-19","fed",23569,"24220","16:30:00",NA
"990",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Body Weight","2015-01-26","fed",23768,"32710",NA,NA
"991",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Total Fat Mass","2015-01-26","fed",23792,"6480",NA,NA
"992",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Lean Mass","2015-01-26","fed",23816,"25360",NA,NA
"993",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Grip Strength (4 Paw)","2015-01-19","fed",23848,"2510,2680,2390,2290,2890","16:30:00",NA
"994",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Grip Strength (4 Paw)","2015-01-26","fed",23864,"4070,3360,2830,3230,3770",NA,NA
"995",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Body Weight","2015-02-02","fed",24507,"33900",NA,NA
"996",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Total Fat Mass","2015-02-02","fed",24519,"8270",NA,NA
"997",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Lean Mass","2015-02-02","fed",24543,"24750",NA,NA
"998",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Grip Strength (4 Paw)","2015-02-02","fed",24567,"2960,2060,2210,2770,2700",NA,NA
"999",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Total Fat Mass","2015-02-09","fed",25456,"9120",NA,NA
"1000",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Lean Mass","2015-02-09","fed",25480,"25830",NA,NA
"1001",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Body Weight","2015-02-09","fed",25504,"35900",NA,NA
"1002",184,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Plasma Glucose","2015-02-11","fasted",25730,"99,62,20,20","14:30:00",6
"1003",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Total Fat Mass","2015-02-16","fed",26011,"9660","16:00:00",NA
"1004",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Lean Mass","2015-02-16","fed",26012,"25570","16:00:00",NA
"1005",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Body Weight","2015-02-16","fed",26013,"36300","16:00:00",NA
"1006",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Grip Strength (4 Paw)","2015-02-16","fed",26073,"2450,2990,2850,2300,2830","16:00:00",NA
"1007",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Body Weight","2015-02-23","fed",26706,"35800","16:00:00",NA
"1008",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Total Fat Mass","2015-02-23","fed",26794,"10120",NA,NA
"1009",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Lean Mass","2015-02-23","fed",26797,"25010",NA,NA
"1010",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1758,198,7021,"C57BL/6J","Grip Strength (4 Paw)","2015-02-23","fed",26816,"3480,2290,2960,2450,2770","16:00:00",NA
"1011",71,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Body Weight","2014-10-21","fed",15909,"20500",NA,NA
"1012",71,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Total Fat Mass","2014-10-21","fed",15910,"1470",NA,NA
"1013",71,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Lean Mass","2014-10-21","fed",15911,"18300",NA,NA
"1014",67,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Body Weight","2014-10-17","fed",15933,"21860",NA,NA
"1015",67,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Total Fat Mass","2014-10-17","fed",15934,"2240",NA,NA
"1016",67,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Lean Mass","2014-10-17","fed",15935,"18970",NA,NA
"1017",70,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Body Weight","2014-10-20","fed",16057,"22500",NA,NA
"1018",70,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Total Fat Mass","2014-10-20","fed",16058,"2010",NA,NA
"1019",70,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Lean Mass","2014-10-20","fed",16059,"20550",NA,NA
"1020",85,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Body Weight","2014-11-04","fed",16933,"24300",NA,NA
"1021",85,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Total Fat Mass","2014-11-04","fed",16934,"3950",NA,NA
"1022",85,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Lean Mass","2014-11-04","fed",16935,"19730",NA,NA
"1023",99,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Body Weight","2014-11-18","fed",18619,"26200",NA,NA
"1024",99,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Total Fat Mass","2014-11-18","fed",18620,"4900",NA,NA
"1025",99,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Lean Mass","2014-11-18","fed",18621,"19950",NA,NA
"1026",115,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Body Weight","2014-12-04","fed",19632,"27600",NA,NA
"1027",115,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Total Fat Mass","2014-12-04","fed",19633,"5650",NA,NA
"1028",115,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Lean Mass","2014-12-04","fed",19634,"20950",NA,NA
"1029",127,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Body Weight","2014-12-16","fed",20797,"29500",NA,NA
"1030",127,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20798,"8000",NA,NA
"1031",127,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Lean Mass","2014-12-16","fed",20799,"20880",NA,NA
"1032",141,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Body Weight","2014-12-30","fed",21216,"31000",NA,NA
"1033",141,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21217,"8970",NA,NA
"1034",141,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Lean Mass","2014-12-30","fed",21218,"21280",NA,NA
"1035",155,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Body Weight","2015-01-13","fed",22778,"33400",NA,NA
"1036",155,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22779,"11030",NA,NA
"1037",155,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Lean Mass","2015-01-13","fed",22780,"21590",NA,NA
"1038",158,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Body Weight","2015-01-16","fed",23176,"34000",NA,NA
"1039",158,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Total Fat Mass","2015-01-16","fed",23200,"11500",NA,NA
"1040",158,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Lean Mass","2015-01-16","fed",23224,"21690",NA,NA
"1041",161,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Body Weight","2015-01-19","fed",23371,"32100","16:30:00",NA
"1042",161,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Total Fat Mass","2015-01-19","fed",23570,"10100","16:30:00",NA
"1043",161,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Lean Mass","2015-01-19","fed",23571,"21820","16:30:00",NA
"1044",168,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Body Weight","2015-01-26","fed",23769,"33250",NA,NA
"1045",168,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Total Fat Mass","2015-01-26","fed",23791,"10500",NA,NA
"1046",168,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Lean Mass","2015-01-26","fed",23815,"22310",NA,NA
"1047",161,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Grip Strength (4 Paw)","2015-01-19","fed",23849,"2210,2280,2400,2340,2710","16:30:00",NA
"1048",168,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Grip Strength (4 Paw)","2015-01-26","fed",23863,"2670,3330,3100,2280,2900",NA,NA
"1049",175,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Body Weight","2015-02-02","fed",24508,"34500",NA,NA
"1050",175,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Total Fat Mass","2015-02-02","fed",24518,"12420",NA,NA
"1051",175,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Lean Mass","2015-02-02","fed",24542,"21260",NA,NA
"1052",175,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Grip Strength (4 Paw)","2015-02-02","fed",24566,"2490,2280,2110,2340,2170",NA,NA
"1053",182,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Total Fat Mass","2015-02-09","fed",25459,"12900",NA,NA
"1054",182,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Lean Mass","2015-02-09","fed",25483,"21850",NA,NA
"1055",182,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Body Weight","2015-02-09","fed",25507,"35400",NA,NA
"1056",184,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Plasma Glucose","2015-02-11","fasted",25735,"175,95,37,22,21,20,20,20,20","14:30:00",6
"1057",189,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Total Fat Mass","2015-02-16","fed",26017,"13360","16:00:00",NA
"1058",189,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Lean Mass","2015-02-16","fed",26018,"22000","16:00:00",NA
"1059",189,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Body Weight","2015-02-16","fed",26019,"35900","16:00:00",NA
"1060",189,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Grip Strength (4 Paw)","2015-02-16","fed",26075,"2370,1830,2480,2250,1930","16:00:00",NA
"1061",196,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Body Weight","2015-02-23","fed",26722,"35500","16:00:00",NA
"1062",196,FALSE,"C57BL/6J","Sacrificed","2014-02-25","M","+/+",1759,-167,7022,"C57BL/6J","Grip Strength (4 Paw)","2015-02-23","fed",26815,"2520,2420,2790,2210,2160","16:00:00",NA
"1063",71,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Body Weight","2014-10-21","fed",15915,"23400",NA,NA
"1064",71,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Total Fat Mass","2014-10-21","fed",15916,"1390",NA,NA
"1065",71,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Lean Mass","2014-10-21","fed",15917,"21540",NA,NA
"1066",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Body Weight","2014-10-17","fed",15936,"24430",NA,NA
"1067",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Total Fat Mass","2014-10-17","fed",15937,"1790",NA,NA
"1068",67,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Lean Mass","2014-10-17","fed",15938,"22180",NA,NA
"1069",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Body Weight","2014-10-20","fed",16063,"24900",NA,NA
"1070",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Total Fat Mass","2014-10-20","fed",16064,"1820",NA,NA
"1071",70,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Lean Mass","2014-10-20","fed",16065,"22900",NA,NA
"1072",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Body Weight","2014-11-04","fed",16969,"29600",NA,NA
"1073",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Total Fat Mass","2014-11-04","fed",16970,"6220",NA,NA
"1074",85,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Lean Mass","2014-11-04","fed",16971,"22690",NA,NA
"1075",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Body Weight","2014-11-18","fed",18673,"34600",NA,NA
"1076",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Total Fat Mass","2014-11-18","fed",18674,"9890",NA,NA
"1077",99,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Lean Mass","2014-11-18","fed",18675,"24200",NA,NA
"1078",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Body Weight","2014-12-04","fed",19686,"38300",NA,NA
"1079",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Total Fat Mass","2014-12-04","fed",19687,"12080",NA,NA
"1080",115,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Lean Mass","2014-12-04","fed",19688,"26000",NA,NA
"1081",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Body Weight","2014-12-16","fed",20815,"42200",NA,NA
"1082",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Total Fat Mass","2014-12-16","fed",20816,"15600",NA,NA
"1083",127,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Lean Mass","2014-12-16","fed",20817,"25970",NA,NA
"1084",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Body Weight","2014-12-30","fed",21219,"46300",NA,NA
"1085",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Total Fat Mass","2014-12-30","fed",21220,"18250",NA,NA
"1086",141,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Lean Mass","2014-12-30","fed",21221,"27380",NA,NA
"1087",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Body Weight","2015-01-13","fed",22781,"47300",NA,NA
"1088",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Total Fat Mass","2015-01-13","fed",22782,"18860",NA,NA
"1089",155,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Lean Mass","2015-01-13","fed",22783,"28130",NA,NA
"1090",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Body Weight","2015-01-16","fed",23177,"47800",NA,NA
"1091",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Total Fat Mass","2015-01-16","fed",23201,"19070",NA,NA
"1092",158,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Lean Mass","2015-01-16","fed",23225,"28000",NA,NA
"1093",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Body Weight","2015-01-19","fed",23372,"44500","16:30:00",NA
"1094",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Total Fat Mass","2015-01-19","fed",23572,"16590","16:30:00",NA
"1095",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Lean Mass","2015-01-19","fed",23573,"27330","16:30:00",NA
"1096",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Body Weight","2015-01-26","fed",23770,"44910",NA,NA
"1097",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Total Fat Mass","2015-01-26","fed",23793,"16300",NA,NA
"1098",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Lean Mass","2015-01-26","fed",23817,"28040",NA,NA
"1099",161,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Grip Strength (4 Paw)","2015-01-19","fed",23850,"2520,2250,2040,2560,2480","16:30:00",NA
"1100",168,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Grip Strength (4 Paw)","2015-01-26","fed",23866,"3850,2980,3320,4190,2800",NA,NA
"1101",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Body Weight","2015-02-02","fed",24509,"45600",NA,NA
"1102",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Total Fat Mass","2015-02-02","fed",24521,"16930",NA,NA
"1103",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Lean Mass","2015-02-02","fed",24545,"27900",NA,NA
"1104",175,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Grip Strength (4 Paw)","2015-02-02","fed",24569,"2200,1620,1790,2040,1840",NA,NA
"1105",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Total Fat Mass","2015-02-09","fed",25458,"16970",NA,NA
"1106",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Lean Mass","2015-02-09","fed",25482,"28520",NA,NA
"1107",182,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Body Weight","2015-02-09","fed",25506,"46300",NA,NA
"1108",184,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Plasma Glucose","2015-02-11","fasted",25731,"144,161,91,75,78,82,88,111,135","14:30:00",6
"1109",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Total Fat Mass","2015-02-16","fed",26014,"16870","16:00:00",NA
"1110",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Lean Mass","2015-02-16","fed",26015,"28580","16:00:00",NA
"1111",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Body Weight","2015-02-16","fed",26016,"45900","16:00:00",NA
"1112",189,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Grip Strength (4 Paw)","2015-02-16","fed",26074,"2530,2560,2910,2680,2890","16:00:00",NA
"1113",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Body Weight","2015-02-23","fed",26715,"45700","16:00:00",NA
"1114",196,FALSE,"C57BL/6J","Sacrificed","2015-02-25","M","+/+",1760,198,7023,"C57BL/6J","Total Fat Mass","2015-02-23","fed",26800,"16770",NA,NA
