"","X.1","ensembl_transcript_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X","gene_biotype","external_gene_name","ensembl_gene_id"
"941",941,"ENSMUST00000006956",82.5226595828718,1.21995931023151,0.876673445133329,1.75065262360485,0.185794709524528,1,19547,"protein_coding","Saa3","ENSMUSG00000040026"
"942",942,"ENSMUST00000006963",0.954415677478367,-1.79811766247465,3.11394924922285,0.297627307761253,0.585373723276035,1,63488,"protein_coding","Krt28","ENSMUSG00000055937"
"943",943,"ENSMUST00000006969",885.089887897751,0.305812257356937,1.34396746678726,0.0509657310071816,0.821391270322191,1,63856,"protein_coding","Krt23","ENSMUSG00000006777"
"944",944,"ENSMUST00000006973",478.726776224077,-0.0999732688188684,0.314411018346448,0.1011182602345,0.750491782723146,1,47485,"protein_coding","Kat2a","ENSMUSG00000020918"
"18282",18282,"ENSMUST00000092684",306.085206493763,1.77453716676561,1.1871707616017,0.970790823586896,NA,NA,99885,"protein_coding","Ttc25","ENSMUSG00000006784"
"946",946,"ENSMUST00000006991",6.83490957121875,-0.093909324088286,0.949047498070176,0.00916562291345713,0.923729247762335,1,424,"protein_coding","Hcn1","ENSMUSG00000021730"
"947",947,"ENSMUST00000007005",3037.94087190101,0.189148128919325,0.370501282874745,0.256807751818997,0.612321803317713,1,57371,"protein_coding","Acat2","ENSMUSG00000023832"
"948",948,"ENSMUST00000007007",364.657910424498,0.0717041244514338,0.313961311334335,0.0522901095982888,0.819125174405595,1,62052,"protein_coding","Wtap","ENSMUSG00000060475"
"949",949,"ENSMUST00000007012",2455.65801542953,0.553757204016786,0.223431385134006,6.15663110716918,0.0130920326345811,1,64374,"protein_coding","Sod2","ENSMUSG00000006818"
"950",950,"ENSMUST00000007042",2184.62959263266,0.104940017755588,0.151816019176921,0.477957069090223,0.489349140464369,1,11753,"protein_coding","Ik","ENSMUSG00000024474"
"951",951,"ENSMUST00000007046",360.878878015789,-0.218703422743568,0.105653428006434,4.25026368987682,0.0392442365312763,1,108882,"protein_coding","Tmco6","ENSMUSG00000006850"
"48960",48960,"ENSMUST00000178812",4076.45081255445,-0.049939734418992,0.3762351194915,0.0176420076292629,0.89433319058143,1,99749,"protein_coding","Ctnnb1","ENSMUSG00000006932"
"43365",43365,"ENSMUST00000165111",13295.4066609713,-0.112048181446014,0.607401083186885,0.0335481303437177,0.854671311987783,1,99489,"protein_coding","Acly","ENSMUSG00000020917"
"954",954,"ENSMUST00000007139",596.720653719418,0.441177638073665,0.282789896815935,2.4420460599016,0.118122062353336,1,47986,"protein_coding","Eif1b","ENSMUSG00000006941"
"955",955,"ENSMUST00000007156",0.473770728457674,1.76380771565575,2.27780599769249,0.232635930117318,0.629576176836008,1,65290,"protein_coding","Klk1b11","ENSMUSG00000044485"
"956",956,"ENSMUST00000007161",0,NA,NA,NA,NA,NA,10972,"protein_coding","Klk4","ENSMUSG00000006948"
"957",957,"ENSMUST00000007171",259.425114983639,-0.328437716183698,0.409490211399038,0.58004403176335,0.446295062405018,1,49634,"protein_coding","Chrd","ENSMUSG00000006958"
"958",958,"ENSMUST00000007207",390.584778454664,0.455319572387148,0.436697315576737,1.02744556231119,0.310759387623414,1,34315,"protein_coding","Clcn2","ENSMUSG00000022843"
"959",959,"ENSMUST00000007212",3426.49404683231,0.180163646032289,0.187481768793171,0.926456265134391,0.335785458530827,1,9223,"protein_coding","Psmd2","ENSMUSG00000006998"
"17791",17791,"ENSMUST00000090023",4482.32546010884,0.241593914286578,0.176642565159358,1.8766340942193,0.1707171985217,1,102953,"protein_coding","Ap2m1","ENSMUSG00000022841"
"961",961,"ENSMUST00000007236",7.28667389268908,0.891273082393907,1.0300956203041,0.741889303733871,0.389056338136443,1,6363,"protein_coding","Syngr3","ENSMUSG00000007021"
"962",962,"ENSMUST00000007245",57.3358966570911,-0.532315712659192,0.47137720334397,1.26781647686374,0.260176707345322,1,42036,"protein_coding","Vwa7","ENSMUSG00000007030"
"963",963,"ENSMUST00000007248",1033.7928139208,1.80583751099404,1.00157729126938,1.19192879546182,NA,NA,101538,"protein_coding","Hspa1l","ENSMUSG00000007033"
"964",964,"ENSMUST00000007249",1198.77303635275,-0.0923955574993247,1.09782499551828,0.0067538684718329,0.934502048152233,1,96708,"protein_coding","Slc44a4","ENSMUSG00000007034"
"19206",19206,"ENSMUST00000097338",40.2519173419406,0.687022218698203,0.760241602586511,0.723948801469561,0.394851677457464,1,95797,"protein_coding","Msh5","ENSMUSG00000007035"
"966",966,"ENSMUST00000007251",2138.94831292013,-0.0556698161805416,0.12577389485794,0.195861722789573,0.658082086153145,1,38771,"protein_coding","Abhd16a","ENSMUSG00000007036"
"967",967,"ENSMUST00000007253",3261.29277038621,-0.242318926156027,0.332228236125681,0.51936280916334,0.471113616074613,1,98409,"protein_coding","Neu1","ENSMUSG00000007038"
"968",968,"ENSMUST00000007255",459.050518314019,0.000167250544770732,0.214122918939189,6.20738603629434e-07,0.99937137102614,1,102133,"protein_coding","Ddah2","ENSMUSG00000007039"
"969",969,"ENSMUST00000007257",1822.15179083371,-0.020331612079243,0.262774467500531,0.00599005693436538,0.938308953858636,1,101542,"protein_coding","Clic1","ENSMUSG00000007041"
"970",970,"ENSMUST00000007259",69.3693310537128,0.0717249370924385,0.676134740798341,0.0110535076048848,0.916268161236218,1,23864,"protein_coding","Ly6g6d","ENSMUSG00000073413"
"27305",27305,"ENSMUST00000114011",134.067452855063,0.627230308382592,0.296301593199454,4.48257565369164,0.0342420797709802,1,102037,"protein_coding","Lsm2","ENSMUSG00000007050"
"972",972,"ENSMUST00000007272",616.583003742254,0.0669280335325991,1.00393477528145,0.00419160147566799,0.948378961145462,1,93101,"protein_coding","Krt14","ENSMUSG00000045545"
"973",973,"ENSMUST00000007275",0.101324636091997,2.07500407630021,3.47797083030842,0.393632557144171,0.530396129166437,1,83128,"protein_coding","Krt13","ENSMUSG00000044041"
"974",974,"ENSMUST00000007280",0.912856374290159,-0.415761913803472,2.37856631876948,0.0268163334418787,0.869922495582519,1,94817,"protein_coding","Krt16","ENSMUSG00000053797"
"975",975,"ENSMUST00000007296",171.602736316221,0.111739418512276,0.493957879336086,0.0477483592331396,0.827028667420478,1,81886,"protein_coding","Pole","ENSMUSG00000007080"
"976",976,"ENSMUST00000007301",1.1456522273773,1.37530562712608,2.10650532756981,0.265726612090276,0.606212910861461,1,27718,"protein_coding","Myh3","ENSMUSG00000020908"
"977",977,"ENSMUST00000007317",1976.58577682278,0.013161972387128,0.705397725071758,0.000340823512601673,0.985270765840984,1,84843,"protein_coding","Krt19","ENSMUSG00000020911"
"978",978,"ENSMUST00000007318",1.3641743515536,-0.0686549020932454,1.30375446107152,0.00239153997112851,0.960996300160439,1,76932,"protein_coding","Krt31","ENSMUSG00000048981"
"979",979,"ENSMUST00000007340",23.1787533404322,0.0424982309857751,1.14814336678467,0.00121635933075481,0.972178344346004,1,8900,"protein_coding","Atp12a","ENSMUSG00000022229"
"22822",22822,"ENSMUST00000106729",21.8928394047896,1.48360002572439,2.00545828295848,0.185568224275286,NA,NA,51709,"protein_coding","Scube2","ENSMUSG00000007279"
"50296",50296,"ENSMUST00000183489",413.104709135513,0.279266807116874,0.85200854509873,0.0998072347883294,0.75206108254965,1,25681,"protein_coding","Gm28040","ENSMUSG00000098306"
"982",982,"ENSMUST00000007444",688.18260141249,0.229429285940821,0.318708823925594,0.509349082243602,0.47542076922755,1,99114,"protein_coding","Strada","ENSMUSG00000069631"
"983",983,"ENSMUST00000007449",1584.04651886981,4.13010935290543,1.42042622871957,2.14362507301047,NA,NA,66417,"protein_coding","Akr1b7","ENSMUSG00000052131"
"984",984,"ENSMUST00000007482",681.827702843445,0.257140671012791,0.137788307416595,3.45501730211288,0.0630600749578462,1,10596,"protein_coding","Mrpl49","ENSMUSG00000007338"
"8717",8717,"ENSMUST00000042477",1750.50530949095,0.00975003805369026,0.14288109339962,0.00465356938707373,0.945612834367043,1,59575,"protein_coding","Vps25","ENSMUSG00000078656"
"986",986,"ENSMUST00000007559",617.128915988432,0.135348775781591,0.137675888059793,0.963055142686926,0.32641833526867,1,25936,"protein_coding","Gatad1","ENSMUSG00000007415"
"987",987,"ENSMUST00000007584",0.491962858725938,3.99481549457912,3.3359847101489,1.17118530688194,0.279157825675311,1,47853,"protein_coding","Pcdhac1","ENSMUSG00000103255"
"988",988,"ENSMUST00000007601",0,NA,NA,NA,NA,NA,74022,"protein_coding","2310003L06Rik","ENSMUSG00000007457"
"989",989,"ENSMUST00000007602",2748.1752825234,0.0495918589580284,0.103283537519251,0.230301459695397,0.631300390727527,1,54077,"protein_coding","M6pr","ENSMUSG00000007458"
"990",990,"ENSMUST00000007708",3794.20414028968,-0.0479348900967731,0.126638103732788,0.141322170116268,0.706970118295241,1,17732,"protein_coding","Ppp2r1a","ENSMUSG00000007564"
"991",991,"ENSMUST00000007733",340.435815497643,0.332120195679942,0.19372077549709,2.94501947794703,0.0861426606236937,1,60756,"protein_coding","Tinf2","ENSMUSG00000007589"
"992",992,"ENSMUST00000007735",134.007354616759,0.926013649657198,1.1821600669853,0.382745113973812,NA,NA,60641,"protein_coding","Tssk4","ENSMUSG00000007591"
"993",993,"ENSMUST00000007738",12.1847875920829,1.30666086148215,1.07521562044469,1.29931172438752,0.254338983331259,1,21046,"protein_coding","Hapln4","ENSMUSG00000007594"
"994",994,"ENSMUST00000007747",1030.05596325984,-0.0345670430904703,0.137799809495876,0.0630322373140757,0.801766006170876,1,68883,"protein_coding","Dus3l","ENSMUSG00000007603"
"18846",18846,"ENSMUST00000095259",122.695842810096,0.24623126046703,0.42507980034425,0.333280494478146,0.563733769204143,1,69964,"protein_coding","Gtpbp3","ENSMUSG00000007610"
"996",996,"ENSMUST00000007757",926.363885514985,-0.193344645654154,0.385852490901541,0.250816235107607,0.616500926784409,1,73054,"protein_coding","Tgfbr1","ENSMUSG00000007613"
"13716",13716,"ENSMUST00000067692",62.0764227569259,0.0441096501753317,0.2350283381864,0.0350459749041931,0.851499354235731,1,14382,"protein_coding","Rad51c","ENSMUSG00000007646"
"998",998,"ENSMUST00000007797",1.17066593175271,-1.89668059194288,1.32692140478055,2.01034975529463,0.156229297270686,1,89181,"protein_coding","Gabrb2","ENSMUSG00000007653"
"999",999,"ENSMUST00000007799",9109.88743557346,-0.0833059913238159,0.748685940301138,0.00598949712178865,0.938311830904105,1,53749,"protein_coding","Cav1","ENSMUSG00000007655"
"45506",45506,"ENSMUST00000170308",636.307339181522,0.151339988312073,0.3201422287149,0.218213590151151,0.640404457078107,1,12521,"protein_coding","Arpp19","ENSMUSG00000007656"
"1001",1001,"ENSMUST00000007803",739.779387139659,-0.0729111861371152,0.289215848963726,0.0619686822783478,0.803410986558535,1,42168,"protein_coding","Bcl2l1","ENSMUSG00000007659"
"1002",1002,"ENSMUST00000007814",2064.56681405859,-0.0187451016081304,0.15511371702448,0.0146337618640473,0.90371472855485,1,15196,"protein_coding","Khsrp","ENSMUSG00000007670"
"1003",1003,"ENSMUST00000007865",999.664486800523,0.135128386756759,0.153981601813837,0.770345762452195,0.380110109199192,1,22430,"protein_coding","Ccdc124","ENSMUSG00000007721"
"1004",1004,"ENSMUST00000007884",71.3329748827302,0.511151803372637,0.467640051915769,1.1811300368372,0.277126062556608,1,28204,"protein_coding","Zfp54","ENSMUSG00000023882"
"1005",1005,"ENSMUST00000007921",454.803841421665,0.255443079164356,0.152236479375508,2.8219245185401,0.0929848534434876,1,78756,"protein_coding","0610009B22Rik","ENSMUSG00000007777"
"1006",1006,"ENSMUST00000007949",54.289318187663,-0.502382107246845,0.607195897570385,0.425229410319105,0.514339136947469,1,45274,"protein_coding","Twist2","ENSMUSG00000007805"
"1007",1007,"ENSMUST00000007959",4209.88766481802,-0.157802955273496,0.217117740008148,0.499737912359933,0.479615303854999,1,76292,"protein_coding","Rhoa","ENSMUSG00000007815"
"42325",42325,"ENSMUST00000162645",2771.88130767641,-0.269234549891255,0.200822792740699,1.77699259326499,0.182519052710723,1,107837,"protein_coding","Zmiz1","ENSMUSG00000007817"
"1009",1009,"ENSMUST00000007977",457.919031433042,0.243238801303517,0.37227481715388,0.422793630583669,NA,NA,37136,"protein_coding","Aldh16a1","ENSMUSG00000007833"
"1010",1010,"ENSMUST00000007980",2017.45779050553,0.028986574814724,0.217335542758261,0.0178034588726632,0.893853635158414,1,32375,"protein_coding","Hnrnpa0","ENSMUSG00000007836"
"1011",1011,"ENSMUST00000007981",608.934051334509,0.393460120494893,0.225640798364371,3.04776950438236,0.0808481074066052,1,49793,"protein_coding","Prrg2","ENSMUSG00000007837"
"1012",1012,"ENSMUST00000007993",1132.49514640866,0.464495236996532,0.251122115188359,3.37041401379213,0.0663770726225069,1,48238,"protein_coding","Rbm28","ENSMUSG00000029701"
"1013",1013,"ENSMUST00000008004",1054.5164125291,0.187826135282003,0.22147003079565,0.712930202739528,0.398472768520894,1,80932,"protein_coding","Ddx49","ENSMUSG00000057788"
"1014",1014,"ENSMUST00000008016",1501.41094430316,0.122325549008427,0.805369232820305,0.0114236005962312,0.914883192036763,1,46740,"protein_coding","Id3","ENSMUSG00000007872"
"1015",1015,"ENSMUST00000008021",20.8043290962935,1.76998909441356,0.854732194779247,3.29472508897831,NA,NA,51319,"protein_coding","Tcap","ENSMUSG00000007877"
"37191",37191,"ENSMUST00000145664",1678.89502501255,-0.298011826963387,0.266149263319529,1.22687694552582,0.268015258634668,1,89387,"protein_coding","Arid1a","ENSMUSG00000007880"
"1017",1017,"ENSMUST00000008032",48.4021828170636,0.696227061458522,0.629100383525012,1.12463460307143,0.288922688206709,1,90307,"protein_coding","Crlf1","ENSMUSG00000007888"
"1018",1018,"ENSMUST00000008036",15252.9273301676,-0.255518774268254,0.162664056447917,2.4572446549214,0.116983830876768,1,4659,"protein_coding","Rplp1","ENSMUSG00000007892"
"1019",1019,"ENSMUST00000008051",681.61755284138,1.82803767873809,1.35074445824251,0.695306996315253,NA,NA,74055,"protein_coding","Cabs1","ENSMUSG00000007907"
"50279",50279,"ENSMUST00000183425",1.3993927560202,-1.18145763096879,1.47182726845497,0.635736617766653,0.425258859440463,1,49904,"protein_coding","Hmgcll1","ENSMUSG00000007908"
"1021",1021,"ENSMUST00000008088",1.37684883064613,0.186085817630686,1.6689122486121,0.0103201102903725,0.919083749528543,1,84481,"protein_coding","Ttc9b","ENSMUSG00000007944"
"1022",1022,"ENSMUST00000008090",2.45970345560996,0.998424378264031,0.818818902555486,1.49946672052853,0.220753433907041,1,58172,"protein_coding","Phox2a","ENSMUSG00000007946"
"1023",1023,"ENSMUST00000008094",456.69800004815,0.788948506875223,0.587926553917487,1.3962165535761,NA,NA,19548,"protein_coding","Abhd8","ENSMUSG00000007950"
"54416",54416,"ENSMUST00000200157",214.964506684844,0.475138686481121,0.361360084215507,1.72112296219876,0.189548559235138,1,57050,"protein_coding","Ift22","ENSMUSG00000007987"
"1025",1025,"ENSMUST00000008179",4137.23419630266,0.0818482305343509,0.653794040882588,0.0152484065876592,0.901723496140578,1,39355,"protein_coding","Mid1ip1","ENSMUSG00000008035"
"20576",20576,"ENSMUST00000101120",43.2096098016856,3.52375776122862,2.16623709630447,0.561194363458469,NA,NA,10077,"protein_coding","Prok2","ENSMUSG00000030069"
"1027",1027,"ENSMUST00000008280",33.4050323157043,0.0321040008118111,0.347808781957634,0.0085885396741503,0.926162255629456,1,40660,"protein_coding","Fhl2","ENSMUSG00000008136"
"29061",29061,"ENSMUST00000118515",1824.48619987549,0.060109126508144,0.197544251668503,0.0927746760528407,0.760678927401997,1,52732,"protein_coding","Emc10","ENSMUSG00000008140"
"26358",26358,"ENSMUST00000112523",197.472853351088,0.900035463596539,0.924277512523401,0.716047311598373,0.397443531264206,1,78312,"protein_coding","Clstn3","ENSMUSG00000008153"
"47586",47586,"ENSMUST00000175781",519.720434059557,-0.159988066441788,0.441231557140693,0.120579952675428,0.728406333400304,1,20239,"protein_coding","Cers4","ENSMUSG00000008206"
"1031",1031,"ENSMUST00000008445",502.681511431142,0.0858761963328663,0.173513223859998,0.242253588111055,0.622583171816512,1,81462,"protein_coding","Phax","ENSMUSG00000008301"
"1032",1032,"ENSMUST00000008451",16.7279110544431,0.267602183279021,1.68700013767661,0.0128636349681841,NA,NA,24113,"protein_coding","1700109H08Rik","ENSMUSG00000008307"
"1033",1033,"ENSMUST00000008462",51.3645843683192,0.16647650531747,0.299404019870297,0.310637605432333,0.577289188518377,1,64356,"protein_coding","Relt","ENSMUSG00000008318"
"1034",1034,"ENSMUST00000008477",442.012143929884,0.0922852693767034,0.115474375883865,0.638881007987578,0.42411629104771,1,48952,"protein_coding","Snrpb2","ENSMUSG00000008333"
"24058",24058,"ENSMUST00000108636",505.751819530829,0.0334806477398408,0.18076858027166,0.0344089427393897,0.852839643772121,1,8600,"protein_coding","Prpf31","ENSMUSG00000008373"
"1036",1036,"ENSMUST00000008528",177.382330716802,-0.163394573507087,0.265191950054588,0.370411132025197,0.542780251226812,1,65447,"protein_coding","Sertad1","ENSMUSG00000008384"
"1037",1037,"ENSMUST00000008537",2210.89746297562,0.338002266570333,0.483223552734653,0.433013716005803,0.510513856916886,1,88405,"protein_coding","Carhsp1","ENSMUSG00000008393"
"1038",1038,"ENSMUST00000008542",464.21946146562,-0.407505032277442,0.461704829766319,0.600014410283848,0.438572527957899,1,107141,"protein_coding","Elk3","ENSMUSG00000008398"
"1039",1039,"ENSMUST00000008573",742.53593088968,0.247728167177619,0.201682155932987,1.51166550153496,0.218885121418541,1,5330,"protein_coding","Herpud2","ENSMUSG00000008429"
"1040",1040,"ENSMUST00000008579",277.038758060748,0.0131699483365864,0.143928643532187,0.00831792346508564,0.927331568908714,1,5458,"protein_coding","Rdh13","ENSMUSG00000008435"
"1041",1041,"ENSMUST00000008582",39.1852445001125,2.2224373989627,1.19951116446852,1.00182429881261,0.316869483237894,1,97891,"protein_coding","Adam21","ENSMUSG00000008438"
"1042",1042,"ENSMUST00000008594",289.9187326402,0.109244897951586,0.166240209790761,0.433416826794542,0.510317108555705,1,37403,"protein_coding","Nutf2","ENSMUSG00000008450"
"1043",1043,"ENSMUST00000008605",477.845940378722,-0.301018987443067,0.835542938632849,0.123976177619113,0.724761385998086,1,8954,"protein_coding","Fut1","ENSMUSG00000008461"
"1044",1044,"ENSMUST00000008626",343.633050127444,4.11745998914479,1.53504838587602,1.38323550963716,NA,NA,65294,"protein_coding","Rnf151","ENSMUSG00000008482"
"23047",23047,"ENSMUST00000107110",5.53253110451349,0.0314396285296592,1.52121387567023,0.00038901682978576,0.984263936500889,1,61456,"protein_coding","Elavl2","ENSMUSG00000008489"
"29615",29615,"ENSMUST00000120302",4310.16962458176,0.429976472327268,0.590604971363264,0.501176545707096,0.47898361391919,1,105806,"protein_coding","Mgst1","ENSMUSG00000008540"
"1047",1047,"ENSMUST00000008733",859.699218477475,-0.0633405337882677,0.409960761575222,0.0238721412829932,0.87721068567882,1,13610,"protein_coding","Dnajb6","ENSMUSG00000029131"
"1048",1048,"ENSMUST00000008734",2.10116536887478,-0.0088757105695667,0.591073548619625,0.000228381660193122,0.98794258681123,1,17068,"protein_coding","Htr3b","ENSMUSG00000008590"
"1049",1049,"ENSMUST00000008745",862.810819942315,0.0794103174386888,1.00362846205029,0.0060234963382868,0.938137343334021,1,43317,"protein_coding","Rab25","ENSMUSG00000008601"
"1050",1050,"ENSMUST00000008748",1599.16249808156,-0.0788107271638705,0.139755704767576,0.318384006661233,0.572580419955172,1,47383,"protein_coding","Ubqln4","ENSMUSG00000008604"
"1051",1051,"ENSMUST00000008801",567.144358533793,0.716438725651115,0.900186855237308,0.535915541278484,NA,NA,7763,"protein_coding","Cyp4f15","ENSMUSG00000073424"
"1052",1052,"ENSMUST00000008812",11528.8491688216,0.00309048728362306,0.18310186047408,0.000286846935352969,0.986487229327337,1,99405,"protein_coding","Rps18","ENSMUSG00000008668"
"1053",1053,"ENSMUST00000008826",8325.64321013034,0.155270047089608,0.304229929316081,0.256541757174602,0.6125060311251,1,62894,"protein_coding","Rpl10","ENSMUSG00000008682"
"1054",1054,"ENSMUST00000008830",59.8356054937876,-0.056742812439828,0.331721950168675,0.0293448352990424,0.86398525203983,1,69278,"protein_coding","Zfp955a","ENSMUSG00000094441"
"1055",1055,"ENSMUST00000008878",804.452067355398,-0.184234573450605,0.590478000626783,0.0692505303601365,0.792431148120384,1,6243,"protein_coding","Gprc5b","ENSMUSG00000008734"
"1056",1056,"ENSMUST00000008893",4047.11545738969,-0.222114369644253,0.27375853288026,0.610864376868335,0.434462542497396,1,66836,"protein_coding","Coro1b","ENSMUSG00000024835"
"1057",1057,"ENSMUST00000008907",1408.15904741511,0.186341843708739,0.353672001205728,0.275796585490525,0.599469613017301,1,20187,"protein_coding","Man1a2","ENSMUSG00000008763"
"48475",48475,"ENSMUST00000177625",160.874350321372,0.963926461306105,1.18657318263014,0.383971150385406,NA,NA,61795,"protein_coding","Tppp2","ENSMUSG00000008813"
"1059",1059,"ENSMUST00000008966",254.919552847371,0.526406964530999,0.516293339363219,0.963525525289413,0.326300219771245,1,95963,"protein_coding","Acyp1","ENSMUSG00000008822"
"1060",1060,"ENSMUST00000008987",2.69099071231814,2.61784181688455,2.93913844301726,0.190546306790132,NA,NA,19738,"protein_coding","Cldn13","ENSMUSG00000008843"
"1061",1061,"ENSMUST00000008991",986.422063459542,0.25665770196433,0.635440046190057,0.148115404481644,0.700342890080677,1,801,"protein_coding","Sptbn2","ENSMUSG00000067889"
"19294",19294,"ENSMUST00000097644",547.631354037228,-0.293871497099973,0.123870207355479,5.59048052732376,0.0180583415789693,1,51389,"protein_coding","Hdac4","ENSMUSG00000026313"
"23070",23070,"ENSMUST00000107152",1589.66301202725,0.0251972920787388,0.145280641740359,0.0298609854701226,0.862806031718942,1,68502,"protein_coding","Hdac5","ENSMUSG00000008855"
"1064",1064,"ENSMUST00000009003",633.642702164689,0.230334489407558,0.114223099478107,4.06702266983146,0.0437282854453878,1,91262,"protein_coding","Rala","ENSMUSG00000008859"
"1065",1065,"ENSMUST00000009018",0.287629856858984,2.10437700481715,3.22150061154427,0.156821480820867,0.692099923126092,1,73233,"protein_coding","Clec3a","ENSMUSG00000008874"
"1066",1066,"ENSMUST00000009036",1149.87338355634,0.606823627387123,0.25454882185586,5.67539426225585,0.0172044730296099,1,6447,"protein_coding","Vdac3","ENSMUSG00000008892"
"1067",1067,"ENSMUST00000009039",4269.74767347414,0.131845077404762,0.233016344095847,0.321071507614818,0.570964418610118,1,30114,"protein_coding","Rpl30","ENSMUSG00000058600"
"1068",1068,"ENSMUST00000009058",266.435336576723,-0.963451259183602,0.760537597778216,0.716806995064957,0.397193274072275,1,11148,"protein_coding","Abcb1b","ENSMUSG00000028970"
"14098",14098,"ENSMUST00000069690",1194.80343001291,0.163047176822607,0.218747017701237,0.556762330426182,0.45556769817906,1,12659,"protein_coding","Mta1","ENSMUSG00000021144"
"1070",1070,"ENSMUST00000009102",787.183604790412,0.239708629562559,0.0792781992167938,9.17443024690374,0.00245419757372545,1,80648,"protein_coding","Vps72","ENSMUSG00000008958"
"1071",1071,"ENSMUST00000009120",462.969504357617,-0.0257428273212822,0.155138411016049,0.0272989339077014,0.868767761984249,1,94868,"protein_coding","Gabpa","ENSMUSG00000008976"
"1072",1072,"ENSMUST00000009138",1625.57805395443,0.0155957237743232,0.288276264525845,0.00267532400181381,0.958748984666407,1,92641,"protein_coding","Stk38","ENSMUSG00000024006"
"1073",1073,"ENSMUST00000009143",788.116698175513,0.17687457075537,0.699450468364497,0.0624985371578077,0.802589611185962,1,21080,"protein_coding","Bmp7","ENSMUSG00000008999"
"26080",26080,"ENSMUST00000112090",1193.98807627831,0.431146363556468,0.3764194373425,1.28819561611931,0.256380742063147,1,85420,"protein_coding","Dynll1","ENSMUSG00000009013"
"1075",1075,"ENSMUST00000009174",341.519803002836,0.160398699789619,0.194790643063101,0.678933453652434,0.409954227578888,1,36525,"protein_coding","Pdcl","ENSMUSG00000009030"
"1076",1076,"ENSMUST00000009191",0,NA,NA,NA,NA,NA,90181,"protein_coding","Gm5965","ENSMUSG00000009047"
"1077",1077,"ENSMUST00000009214",11.9123355022312,3.16440443756101,1.19475283817806,4.68577602320755,0.0304133234123588,1,107279,"protein_coding","Rsph14","ENSMUSG00000009070"
"1078",1078,"ENSMUST00000009219",3.11436533165941,0.0923526432549021,0.743916070227828,0.0154571000114316,0.901056697939062,1,61070,"protein_coding","Cabp7","ENSMUSG00000009075"
"1079",1079,"ENSMUST00000009220",270.094755017942,0.1053699635334,0.160950775929888,0.422243254132894,0.515819821217365,1,61158,"protein_coding","Zmat5","ENSMUSG00000009076"
"1080",1080,"ENSMUST00000009234",2281.00082542464,0.0368000477916996,0.181959007635899,0.0409317008417815,0.839669814155752,1,36866,"protein_coding","Ap1b1","ENSMUSG00000009090"
"1081",1081,"ENSMUST00000009236",1037.84399392645,0.359577842696694,0.721280672417994,0.232245318682658,0.62986393337833,1,10895,"protein_coding","Derl3","ENSMUSG00000009092"
"1082",1082,"ENSMUST00000009241",13.5023239442813,0.825901073058798,0.887614285598351,0.768133670275176,0.38079503629306,1,88655,"protein_coding","Tbx1","ENSMUSG00000009097"
"1083",1083,"ENSMUST00000009256",1207.17745202658,-0.0548182201541116,0.375077813287714,0.0188577168441952,0.890775173232645,1,233,"protein_coding","Bcl2l13","ENSMUSG00000009112"
"1084",1084,"ENSMUST00000009259",161.011543417743,3.77697744126262,1.76287296332788,0.944015786602989,NA,NA,14953,"protein_coding","Spatc1l","ENSMUSG00000009115"
"1085",1085,"ENSMUST00000009321",530.708878908957,0.130584652056668,0.163744094247952,0.634828358869754,0.425589751608712,1,84034,"protein_coding","Dgcr8","ENSMUSG00000022718"
"1086",1086,"ENSMUST00000009329",57.3966232153483,0.0457875249160631,0.547249098228333,0.00613290658645838,0.937579175154363,1,97892,"protein_coding","Ccl8","ENSMUSG00000009185"
"1087",1087,"ENSMUST00000009340",67.1684519135583,0.287134379698921,0.671327932687317,0.136202044043813,0.712086274282577,1,49997,"protein_coding","Mnda","ENSMUSG00000026536"
"44609",44609,"ENSMUST00000168189",1175.35930727179,0.204450447967052,0.360808439751812,0.314307808433625,0.575048694214159,1,48253,"protein_coding","Xpo6","ENSMUSG00000000131"
"22877",22877,"ENSMUST00000106816",9.98520489982957,1.75664462491838,0.878012677673324,3.83524455862006,0.0501856692873405,1,4508,"protein_coding","2310007L24Rik","ENSMUSG00000009210"
"1090",1090,"ENSMUST00000009356",5.36658528642768,1.00096960815684,1.48945760168816,0.284039355049799,0.59406582016783,1,79214,"protein_coding","Serpinb2","ENSMUSG00000062345"
"42876",42876,"ENSMUST00000163967",0.774986699456271,-0.714380832216507,1.69703462719543,0.16508121582185,0.684520805904612,1,106319,"protein_coding","Tmem8c","ENSMUSG00000009214"
"1092",1092,"ENSMUST00000009390",3.5586893360179,0.0221800777861197,1.34365992023747,0.000232731926999463,0.98782830114472,1,42548,"protein_coding","Trpm5","ENSMUSG00000009246"
"30073",30073,"ENSMUST00000121862",24.920725707293,0.296444136346899,1.06322706093427,0.0745756408811076,0.784787562146357,1,18794,"protein_coding","Ascl2","ENSMUSG00000009248"
"1094",1094,"ENSMUST00000009396",20.8754241554646,-0.628735810957407,0.923161650847082,0.34994483032645,0.554144361942356,1,28157,"protein_coding","Tspan32","ENSMUSG00000000244"
"1095",1095,"ENSMUST00000009411",388.282042586446,0.0203038205262569,0.122213980544155,0.0276630949463765,0.867903347240257,1,65344,"protein_coding","Zfp212","ENSMUSG00000052763"
"28976",28976,"ENSMUST00000118229",714.94606527374,-0.193297890590594,0.152631010779085,1.60254655316507,0.205542700071481,1,61548,"protein_coding","Repin1","ENSMUSG00000052751"
