Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
1,1,10/17/2014 5:26:53 PM,Light,10/17/2014 5:26:34 PM,10/17/2014 5:26:43 PM,9,0.13,0.13,
1,2,10/17/2014 5:27:34 PM,Light,10/17/2014 5:27:04 PM,10/17/2014 5:27:23 PM,19,-0.03,0.10,
1,3,10/17/2014 5:27:52 PM,Light,10/17/2014 5:27:39 PM,10/17/2014 5:27:41 PM,2,0.03,0.13,
1,4,10/17/2014 5:29:10 PM,Light,10/17/2014 5:28:49 PM,10/17/2014 5:28:59 PM,10,0.07,0.19,
1,5,10/17/2014 5:35:39 PM,Light,10/17/2014 5:32:31 PM,10/17/2014 5:35:28 PM,177,0.14,0.34,
1,6,10/17/2014 5:37:29 PM,Light,10/17/2014 5:36:46 PM,10/17/2014 5:37:18 PM,32,0.04,0.38,
1,7,10/17/2014 5:38:09 PM,Light,10/17/2014 5:37:52 PM,10/17/2014 5:37:58 PM,6,0.10,0.48,
1,8,10/17/2014 5:38:38 PM,Light,10/17/2014 5:38:17 PM,10/17/2014 5:38:27 PM,10,0.17,0.65,
1,9,10/17/2014 5:39:19 PM,Light,10/17/2014 5:38:48 PM,10/17/2014 5:39:09 PM,21,0.16,0.82,
1,10,10/17/2014 5:40:36 PM,Light,10/17/2014 5:40:12 PM,10/17/2014 5:40:25 PM,13,0.05,0.87,
1,11,10/17/2014 5:41:54 PM,Light,10/17/2014 5:41:34 PM,10/17/2014 5:41:43 PM,9,0.04,0.91,
1,12,10/17/2014 5:45:01 PM,Light,10/17/2014 5:43:27 PM,10/17/2014 5:44:51 PM,84,-0.18,0.73,
2,13,10/17/2014 6:00:55 PM,Light,10/17/2014 5:58:21 PM,10/17/2014 6:00:44 PM,143,0.24,0.97,
2,14,10/17/2014 6:02:19 PM,Light,10/17/2014 6:01:57 PM,10/17/2014 6:02:09 PM,12,0.30,1.26,
2,15,10/17/2014 6:11:00 PM,Light,10/17/2014 6:10:45 PM,10/17/2014 6:10:50 PM,5,0.06,1.33,
2,16,10/17/2014 6:15:00 PM,Light,10/17/2014 6:14:42 PM,10/17/2014 6:14:49 PM,7,0.11,1.44,
2,17,10/17/2014 6:25:38 PM,Light,10/17/2014 6:24:50 PM,10/17/2014 6:25:27 PM,37,0.19,1.62,
3,18,10/17/2014 6:29:43 PM,Light,10/17/2014 6:29:28 PM,10/17/2014 6:29:33 PM,5,-0.13,1.49,
3,19,10/17/2014 6:33:40 PM,Light,10/17/2014 6:33:23 PM,10/17/2014 6:33:29 PM,6,0.16,1.64,
3,20,10/17/2014 6:35:18 PM,Light,10/17/2014 6:33:46 PM,10/17/2014 6:35:08 PM,82,0.05,1.69,
3,21,10/17/2014 6:35:43 PM,Light,10/17/2014 6:35:30 PM,10/17/2014 6:35:33 PM,3,-0.06,1.63,
3,22,10/17/2014 6:37:14 PM,Light,10/17/2014 6:36:54 PM,10/17/2014 6:37:03 PM,9,0.21,1.85,
3,23,10/17/2014 6:39:43 PM,Light,10/17/2014 6:37:21 PM,10/17/2014 6:39:32 PM,131,0.04,1.89,
3,24,10/17/2014 6:44:52 PM,Light,10/17/2014 6:44:38 PM,10/17/2014 6:44:41 PM,3,-0.04,1.84,
3,25,10/17/2014 6:46:46 PM,Light,10/17/2014 6:46:25 PM,10/17/2014 6:46:36 PM,11,-0.06,1.79,
3,26,10/17/2014 6:48:16 PM,Light,10/17/2014 6:47:43 PM,10/17/2014 6:48:05 PM,22,0.04,1.83,
3,27,10/17/2014 6:49:03 PM,Light,10/17/2014 6:48:46 PM,10/17/2014 6:48:53 PM,7,-0.05,1.77,
3,28,10/17/2014 6:50:06 PM,Light,10/17/2014 6:49:48 PM,10/17/2014 6:49:56 PM,8,0.08,1.85,
3,29,10/17/2014 6:54:56 PM,Light,10/17/2014 6:51:07 PM,10/17/2014 6:54:46 PM,219,0.17,2.03,
3,30,10/17/2014 6:56:26 PM,Light,10/17/2014 6:56:12 PM,10/17/2014 6:56:15 PM,3,0.09,2.12,
3,31,10/17/2014 6:59:56 PM,Light,10/17/2014 6:59:40 PM,10/17/2014 6:59:45 PM,5,-0.05,2.07,
4,32,10/17/2014 7:04:32 PM,Dark,10/17/2014 7:04:09 PM,10/17/2014 7:04:22 PM,13,0.14,2.21,
4,33,10/17/2014 7:05:09 PM,Dark,10/17/2014 7:04:40 PM,10/17/2014 7:04:58 PM,18,0.14,2.35,
4,34,10/17/2014 7:15:28 PM,Dark,10/17/2014 7:12:38 PM,10/17/2014 7:15:18 PM,160,0.11,2.46,
4,35,10/17/2014 7:23:45 PM,Dark,10/17/2014 7:23:20 PM,10/17/2014 7:23:34 PM,14,0.07,2.53,
4,36,10/17/2014 7:26:42 PM,Dark,10/17/2014 7:25:42 PM,10/17/2014 7:26:31 PM,49,0.10,2.63,
4,37,10/17/2014 7:30:10 PM,Dark,10/17/2014 7:29:53 PM,10/17/2014 7:30:00 PM,7,0.04,2.67,
5,38,10/17/2014 7:37:07 PM,Dark,10/17/2014 7:36:38 PM,10/17/2014 7:36:56 PM,18,-0.03,2.64,
5,39,10/17/2014 7:40:33 PM,Dark,10/17/2014 7:40:16 PM,10/17/2014 7:40:22 PM,6,-0.04,2.59,
5,40,10/17/2014 7:41:42 PM,Dark,10/17/2014 7:40:36 PM,10/17/2014 7:41:31 PM,55,0.07,2.67,
5,41,10/17/2014 7:43:19 PM,Dark,10/17/2014 7:42:58 PM,10/17/2014 7:43:08 PM,10,0.07,2.73,
5,42,10/17/2014 7:43:50 PM,Dark,10/17/2014 7:43:33 PM,10/17/2014 7:43:39 PM,6,0.08,2.81,
5,43,10/17/2014 7:48:23 PM,Dark,10/17/2014 7:44:47 PM,10/17/2014 7:48:13 PM,206,0.11,2.93,
6,44,10/17/2014 8:13:01 PM,Dark,10/17/2014 8:12:46 PM,10/17/2014 8:12:50 PM,4,-0.10,2.83,
6,45,10/17/2014 8:23:14 PM,Dark,10/17/2014 8:18:58 PM,10/17/2014 8:23:04 PM,246,0.18,3.01,
6,46,10/17/2014 8:23:43 PM,Dark,10/17/2014 8:23:17 PM,10/17/2014 8:23:32 PM,15,0.10,3.11,
6,47,10/17/2014 8:28:00 PM,Dark,10/17/2014 8:27:34 PM,10/17/2014 8:27:49 PM,15,0.06,3.17,
6,48,10/17/2014 8:33:43 PM,Dark,10/17/2014 8:31:18 PM,10/17/2014 8:33:32 PM,134,-0.04,3.13,
6,49,10/17/2014 8:34:41 PM,Dark,10/17/2014 8:34:02 PM,10/17/2014 8:34:30 PM,28,-0.04,3.09,
6,50,10/17/2014 8:40:23 PM,Dark,10/17/2014 8:39:40 PM,10/17/2014 8:40:13 PM,33,0.12,3.20,
6,51,10/17/2014 8:40:46 PM,Dark,10/17/2014 8:40:26 PM,10/17/2014 8:40:35 PM,9,0.16,3.37,
7,52,10/17/2014 8:46:40 PM,Dark,10/17/2014 8:43:51 PM,10/17/2014 8:46:30 PM,159,0.14,3.50,
7,53,10/17/2014 8:48:48 PM,Dark,10/17/2014 8:48:12 PM,10/17/2014 8:48:38 PM,26,0.09,3.60,
