Interval,Sample #,Date/Time,Light/Dark,Start Time,End Time,Duration (s),Weight (g),Accumulated (g),
1,1,10/17/2014 5:27:48 PM,Light,10/17/2014 5:27:33 PM,10/17/2014 5:27:38 PM,5,-0.12,-0.12,
1,2,10/17/2014 5:29:21 PM,Light,10/17/2014 5:28:57 PM,10/17/2014 5:29:10 PM,13,-0.16,-0.28,
1,3,10/17/2014 5:40:37 PM,Light,10/17/2014 5:39:04 PM,10/17/2014 5:40:26 PM,82,0.05,-0.23,
1,4,10/17/2014 5:48:51 PM,Light,10/17/2014 5:47:29 PM,10/17/2014 5:48:40 PM,71,0.06,-0.16,
2,5,10/17/2014 5:57:30 PM,Light,10/17/2014 5:55:13 PM,10/17/2014 5:57:20 PM,127,0.10,-0.07,
2,6,10/17/2014 6:16:18 PM,Light,10/17/2014 6:15:24 PM,10/17/2014 6:16:08 PM,44,0.13,0.06,
2,7,10/17/2014 6:19:05 PM,Light,10/17/2014 6:17:51 PM,10/17/2014 6:18:54 PM,63,0.15,0.21,
2,8,10/17/2014 6:24:08 PM,Light,10/17/2014 6:23:48 PM,10/17/2014 6:23:56 PM,8,0.04,0.26,
3,9,10/17/2014 6:28:19 PM,Light,10/17/2014 6:26:05 PM,10/17/2014 6:28:08 PM,123,0.09,0.34,
3,10,10/17/2014 6:29:03 PM,Light,10/17/2014 6:28:43 PM,10/17/2014 6:28:52 PM,9,0.05,0.39,
3,11,10/17/2014 6:34:14 PM,Light,10/17/2014 6:33:58 PM,10/17/2014 6:34:04 PM,6,-0.10,0.29,
3,12,10/17/2014 6:36:25 PM,Light,10/17/2014 6:35:23 PM,10/17/2014 6:36:14 PM,51,0.18,0.47,
3,13,10/17/2014 6:37:01 PM,Light,10/17/2014 6:36:43 PM,10/17/2014 6:36:50 PM,7,0.05,0.52,
3,14,10/17/2014 6:41:30 PM,Light,10/17/2014 6:40:45 PM,10/17/2014 6:41:20 PM,35,-0.24,0.28,
3,15,10/17/2014 6:45:56 PM,Light,10/17/2014 6:45:02 PM,10/17/2014 6:45:45 PM,43,0.32,0.60,
3,16,10/17/2014 6:53:59 PM,Light,10/17/2014 6:53:41 PM,10/17/2014 6:53:48 PM,7,-0.03,0.57,
3,17,10/17/2014 7:00:16 PM,Light,10/17/2014 6:57:00 PM,10/17/2014 7:00:05 PM,185,0.15,0.72,
4,18,10/17/2014 7:05:48 PM,Dark,10/17/2014 7:05:30 PM,10/17/2014 7:05:37 PM,7,-0.03,0.69,
4,19,10/17/2014 7:10:12 PM,Dark,10/17/2014 7:08:26 PM,10/17/2014 7:10:02 PM,96,0.07,0.76,
4,20,10/17/2014 7:20:13 PM,Dark,10/17/2014 7:19:54 PM,10/17/2014 7:20:03 PM,9,-0.06,0.70,
4,21,10/17/2014 7:22:51 PM,Dark,10/17/2014 7:22:25 PM,10/17/2014 7:22:40 PM,15,0.08,0.79,
4,22,10/17/2014 7:25:53 PM,Dark,10/17/2014 7:23:43 PM,10/17/2014 7:25:42 PM,119,0.15,0.93,
5,23,10/17/2014 7:36:17 PM,Dark,10/17/2014 7:36:01 PM,10/17/2014 7:36:07 PM,6,0.06,0.99,
5,24,10/17/2014 7:39:26 PM,Dark,10/17/2014 7:38:18 PM,10/17/2014 7:39:15 PM,57,-0.09,0.90,
5,25,10/17/2014 8:04:46 PM,Dark,10/17/2014 8:00:11 PM,10/17/2014 8:04:35 PM,264,0.18,1.08,
6,26,10/17/2014 8:10:12 PM,Dark,10/17/2014 8:09:53 PM,10/17/2014 8:10:01 PM,8,-0.13,0.95,
6,27,10/17/2014 8:23:01 PM,Dark,10/17/2014 8:21:21 PM,10/17/2014 8:22:51 PM,90,0.10,1.05,
6,28,10/17/2014 8:35:40 PM,Dark,10/17/2014 8:35:03 PM,10/17/2014 8:35:29 PM,26,0.06,1.10,
6,29,10/17/2014 8:41:32 PM,Dark,10/17/2014 8:41:10 PM,10/17/2014 8:41:21 PM,11,0.14,1.24,
